date,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M
2010-01-01,0.0,22.22,31.09,15.15,64.91,2.37
2010-01-02,0.26,23.96,31.37,18.91,65.97,2.46
2010-01-03,0.0,24.21,31.39,19.01,66.89,2.0
2010-01-04,0.0,23.38,30.57,18.0,68.55,2.37
2010-01-05,0.0,22.3,30.69,15.67,65.38,1.39
2010-01-06,0.0,23.49,31.76,16.93,60.84,2.26
2010-01-07,0.0,23.41,30.97,17.5,57.02,2.63
2010-01-08,0.0,22.77,30.83,15.74,52.16,1.81
2010-01-09,0.0,23.32,31.62,16.45,58.51,1.81
2010-01-10,0.0,24.07,32.35,18.01,62.88,1.88
2010-01-11,0.04,24.3,29.94,20.11,68.15,1.59
2010-01-12,0.05,24.01,29.17,21.14,72.47,1.65
2010-01-13,0.0,21.86,28.52,15.53,61.33,2.28
2010-01-14,0.0,22.21,31.78,13.2,52.74,2.07
2010-01-15,0.0,24.61,32.98,17.49,56.47,2.79
2010-01-16,0.0,24.75,32.42,19.02,58.04,2.23
2010-01-17,0.0,23.74,31.58,18.52,58.55,1.94
2010-01-18,0.0,23.25,31.55,17.65,59.24,1.47
2010-01-19,0.0,23.65,32.47,16.55,56.43,1.49
2010-01-20,0.0,24.37,32.4,17.7,54.09,2.11
2010-01-21,0.0,23.85,32.59,17.18,50.12,1.81
2010-01-22,0.0,23.35,32.3,16.69,48.1,2.11
2010-01-23,0.0,23.0,32.18,16.03,48.94,1.64
2010-01-24,0.0,22.81,31.51,16.49,52.86,1.54
2010-01-25,0.0,23.21,32.54,15.81,47.83,1.84
2010-01-26,0.0,23.97,32.33,17.12,46.87,2.12
2010-01-27,0.0,23.85,31.97,17.34,49.56,1.77
2010-01-28,0.0,23.32,32.21,16.77,48.1,1.86
2010-01-29,0.0,23.52,32.0,17.48,50.07,2.18
2010-01-30,0.0,24.28,33.65,17.62,48.99,2.26
2010-01-31,0.0,24.76,33.36,18.36,52.1,1.69
2010-02-01,0.0,23.91,31.46,18.14,54.03,1.63
2010-02-02,0.0,23.37,31.29,17.47,56.55,1.75
2010-02-03,0.0,23.27,31.07,16.82,57.36,1.62
2010-02-04,0.0,23.04,30.29,16.53,68.63,1.67
2010-02-05,0.0,23.69,31.99,17.14,71.56,1.72
2010-02-06,0.0,25.41,34.33,18.53,59.69,1.73
2010-02-07,0.0,25.98,34.68,19.61,53.05,2.14
2010-02-08,0.0,25.27,33.04,20.17,60.59,1.95
2010-02-09,0.0,24.4,30.92,19.34,73.69,1.85
2010-02-10,0.0,23.17,30.05,18.3,67.71,2.19
2010-02-11,0.0,23.75,31.16,18.18,57.51,1.59
2010-02-12,0.01,23.69,30.76,17.65,62.51,1.4
2010-02-13,0.0,23.3,31.01,16.95,57.81,1.75
2010-02-14,0.0,23.79,32.36,17.07,40.59,1.86
2010-02-15,0.0,23.33,31.17,17.39,37.7,1.98
2010-02-16,0.0,25.12,35.05,17.49,32.33,2.67
2010-02-17,0.0,25.65,35.76,18.51,32.83,2.4
2010-02-18,0.0,25.68,36.93,16.88,32.87,2.16
2010-02-19,0.0,26.35,36.28,19.23,34.33,1.87
2010-02-20,0.0,27.2,37.66,19.05,33.07,1.71
2010-02-21,0.0,28.03,37.07,21.47,39.07,1.59
2010-02-22,0.0,27.53,36.57,21.9,46.88,1.77
2010-02-23,0.0,25.51,34.02,19.37,55.54,2.24
2010-02-24,0.0,23.66,31.78,17.61,60.68,1.99
2010-02-25,0.0,24.0,33.71,16.02,58.24,1.63
2010-02-26,0.0,26.02,37.15,17.11,50.03,1.89
2010-02-27,0.0,27.95,39.32,18.47,38.2,1.73
2010-02-28,0.0,28.8,39.16,20.48,28.36,2.09
2010-03-01,0.0,29.45,39.09,22.25,30.28,2.11
2010-03-02,0.0,28.85,38.12,22.29,35.43,1.77
2010-03-03,0.0,27.54,36.43,21.32,53.98,1.95
2010-03-04,0.0,26.84,35.48,20.04,54.66,2.15
2010-03-05,0.0,26.69,35.41,19.84,64.07,2.14
2010-03-06,0.0,26.14,33.74,20.72,64.8,2.12
2010-03-07,0.0,25.89,34.37,19.38,57.76,2.52
2010-03-08,0.0,27.16,36.91,18.64,42.7,2.11
2010-03-09,0.0,29.83,40.56,20.45,30.0,2.19
2010-03-10,0.02,31.5,40.42,24.85,26.15,2.02
2010-03-11,0.0,31.65,40.72,24.29,48.15,1.69
2010-03-12,4.82,32.3,41.45,26.11,38.73,1.72
2010-03-13,1.17,31.17,40.05,25.12,36.58,1.92
2010-03-14,0.0,29.46,37.95,23.74,35.18,2.07
2010-03-15,0.0,28.01,37.28,20.56,51.98,1.65
2010-03-16,0.0,28.46,38.4,20.25,48.86,1.81
2010-03-17,0.0,29.98,40.93,22.22,47.0,1.74
2010-03-18,0.0,31.48,41.75,23.62,38.75,1.7
2010-03-19,0.0,31.63,40.25,25.23,37.61,1.98
2010-03-20,0.0,31.99,41.97,25.38,40.99,2.01
2010-03-21,0.0,31.73,42.42,24.45,49.91,1.97
2010-03-22,0.0,30.89,41.68,23.24,44.86,2.69
2010-03-23,0.0,29.77,39.11,22.44,41.14,2.32
2010-03-24,0.0,29.41,38.61,22.89,47.41,1.99
2010-03-25,0.0,29.38,38.74,21.84,53.87,1.77
2010-03-26,0.0,29.09,38.15,21.94,55.59,2.15
2010-03-27,0.0,29.42,39.57,21.67,53.1,2.08
2010-03-28,0.0,29.77,40.57,21.59,50.96,2.21
2010-03-29,0.0,30.41,39.87,24.2,51.11,2.44
2010-03-30,0.0,28.85,37.29,23.11,54.23,2.31
2010-03-31,0.0,28.24,36.58,22.57,64.66,2.09
2010-04-01,0.0,28.38,35.7,23.6,63.04,2.47
2010-04-02,0.0,29.16,36.73,24.06,60.3,2.0
2010-04-03,0.0,29.83,39.29,22.26,49.64,2.53
2010-04-04,0.0,30.69,41.1,21.81,34.08,2.78
2010-04-05,0.0,31.28,41.69,22.6,32.57,2.75
2010-04-06,0.0,30.96,41.29,22.43,39.6,2.23
2010-04-07,0.0,30.99,40.27,24.39,53.07,2.08
2010-04-08,0.0,31.49,40.18,26.03,54.28,1.63
2010-04-09,0.0,30.28,36.02,26.79,60.6,2.35
2010-04-10,0.0,29.34,35.19,25.03,64.24,1.65
2010-04-11,0.0,31.05,40.62,24.09,50.61,2.15
2010-04-12,0.0,30.26,37.96,24.17,55.15,2.2
2010-04-13,0.0,30.45,39.03,24.85,58.48,1.79
2010-04-14,0.0,30.46,39.51,22.95,62.36,1.81
2010-04-15,0.0,31.96,41.74,24.98,56.54,1.89
2010-04-16,0.0,32.29,41.3,25.45,53.41,2.15
2010-04-17,0.0,31.98,39.99,25.21,56.19,1.88
2010-04-18,0.0,32.13,40.9,25.62,51.06,2.17
2010-04-19,0.0,30.86,38.79,24.74,60.4,2.51
2010-04-20,0.0,31.09,39.26,24.87,58.77,2.37
2010-04-21,0.0,31.24,39.38,25.62,56.86,2.15
2010-04-22,0.0,32.23,40.96,25.13,56.05,2.73
2010-04-23,0.0,33.83,43.04,25.76,47.74,3.08
2010-04-24,0.0,33.26,41.2,26.68,47.09,2.41
2010-04-25,0.0,32.72,40.53,26.62,49.46,2.57
2010-04-26,0.0,33.26,41.56,26.52,51.45,2.78
2010-04-27,0.0,33.07,41.87,26.24,51.42,2.39
2010-04-28,0.0,32.38,40.84,26.06,54.1,2.45
2010-04-29,0.02,32.29,39.79,26.33,53.64,1.8
2010-04-30,0.47,30.87,36.82,27.55,56.89,1.77
2010-05-01,0.58,30.6,34.62,27.05,61.48,0.97
2010-05-02,0.66,31.62,36.97,27.24,56.52,1.84
2010-05-03,0.13,32.16,38.73,27.37,55.65,1.89
2010-05-04,0.05,32.54,39.86,26.69,53.8,2.47
2010-05-05,0.09,31.87,39.14,26.22,57.72,2.99
2010-05-06,0.0,31.93,39.24,26.2,56.69,2.8
2010-05-07,0.25,33.06,40.93,26.18,54.57,2.89
2010-05-08,0.25,33.88,41.81,28.19,52.2,2.8
2010-05-09,0.0,33.07,40.53,27.88,56.44,2.97
2010-05-10,0.0,32.66,39.3,27.52,55.34,2.55
2010-05-11,0.0,32.41,40.7,26.22,54.44,3.02
2010-05-12,0.0,31.79,39.19,26.39,59.31,2.61
2010-05-13,0.0,31.72,39.24,26.67,60.91,2.69
2010-05-14,0.0,31.34,37.55,26.99,61.22,2.69
2010-05-15,0.0,31.24,38.22,26.39,60.23,2.51
2010-05-16,0.0,31.62,39.34,26.19,60.75,2.6
2010-05-17,0.0,32.24,39.25,27.77,59.34,3.19
2010-05-18,0.0,33.26,41.76,27.32,55.3,3.2
2010-05-19,0.0,33.06,40.96,27.71,58.41,2.85
2010-05-20,0.0,32.7,40.2,28.04,62.43,3.3
2010-05-21,0.0,31.57,36.71,28.55,67.89,3.27
2010-05-22,0.0,31.77,37.3,28.71,66.54,3.52
2010-05-23,0.0,32.21,38.62,28.14,63.97,3.26
2010-05-24,0.0,31.8,37.6,27.83,65.92,3.07
2010-05-25,0.0,31.78,37.37,28.31,67.85,3.83
2010-05-26,0.0,31.83,36.89,28.67,67.7,4.18
2010-05-27,0.0,32.06,37.41,28.57,64.49,4.02
2010-05-28,0.0,31.94,37.33,28.41,63.83,3.85
2010-05-29,0.0,31.85,37.92,27.96,60.94,3.53
2010-05-30,0.0,32.01,38.43,27.47,57.15,3.01
2010-05-31,6.07,32.28,39.45,27.53,58.56,2.91
2010-06-01,40.55,30.28,34.42,27.5,73.16,3.45
2010-06-02,16.08,29.37,32.89,26.76,78.45,2.72
2010-06-03,2.07,29.93,33.6,27.07,75.65,2.11
2010-06-04,0.58,30.1,34.54,27.03,73.93,2.72
2010-06-05,0.0,30.57,35.2,26.93,71.63,3.31
2010-06-06,5.76,30.23,33.68,27.77,73.86,3.7
2010-06-07,8.82,30.08,33.61,27.66,74.26,3.76
2010-06-08,4.49,30.09,34.03,27.29,73.57,2.69
2010-06-09,2.9,30.35,35.72,26.7,71.03,2.54
2010-06-10,18.0,29.12,32.27,27.21,79.47,1.62
2010-06-11,38.77,28.89,31.82,27.01,85.03,1.85
2010-06-12,14.12,28.16,30.56,26.76,85.07,1.79
2010-06-13,6.08,27.79,30.17,25.69,85.45,2.56
2010-06-14,76.07,27.94,31.26,25.3,83.93,1.4
2010-06-15,97.34,27.35,28.56,26.57,91.49,4.35
2010-06-16,56.08,27.77,29.6,26.58,89.0,5.05
2010-06-17,10.69,28.41,30.67,26.8,86.61,4.82
2010-06-18,18.26,27.64,29.82,26.26,88.99,3.51
2010-06-19,9.41,28.01,30.51,26.42,89.24,2.61
2010-06-20,5.22,28.13,30.77,26.25,89.52,1.96
2010-06-21,1.81,27.79,30.18,26.43,88.82,3.44
2010-06-22,41.84,28.24,30.74,26.4,89.83,3.22
2010-06-23,46.94,27.18,29.26,25.71,90.18,3.71
2010-06-24,75.27,27.13,28.77,25.82,91.28,4.39
2010-06-25,22.99,27.32,29.22,26.11,90.4,3.59
2010-06-26,1.59,28.19,31.17,25.82,87.5,2.18
2010-06-27,12.62,27.71,29.86,26.44,90.5,3.33
2010-06-28,21.5,26.95,27.96,25.8,93.82,3.88
2010-06-29,5.02,27.18,28.64,25.84,91.88,3.32
2010-06-30,4.4,27.83,30.16,26.22,88.64,3.16
2010-07-01,27.26,27.51,29.81,25.9,89.33,2.67
2010-07-02,17.36,26.22,28.35,23.98,88.01,2.85
2010-07-03,54.54,25.42,27.4,23.86,90.35,2.87
2010-07-04,6.06,26.31,28.65,24.28,86.7,3.29
2010-07-05,24.77,27.45,30.07,25.58,88.89,4.61
2010-07-06,28.91,27.13,28.93,25.96,90.88,4.52
2010-07-07,46.85,26.87,28.27,25.67,91.37,3.63
2010-07-08,49.46,26.91,28.74,25.63,91.73,4.29
2010-07-09,28.78,27.3,29.56,25.43,90.4,3.4
2010-07-10,32.52,27.47,29.66,25.71,91.0,2.84
2010-07-11,14.64,27.28,29.03,26.0,90.85,3.19
2010-07-12,18.27,27.09,29.28,25.46,89.8,3.58
2010-07-13,30.78,27.1,29.21,25.64,89.58,3.97
2010-07-14,10.6,27.04,29.16,25.56,91.09,2.78
2010-07-15,7.24,26.91,28.73,25.49,91.96,2.69
2010-07-16,36.89,26.65,28.48,24.91,90.91,3.14
2010-07-17,17.51,26.62,28.82,25.01,89.62,3.49
2010-07-18,13.01,27.13,29.39,25.45,91.57,3.99
2010-07-19,15.09,26.99,28.33,25.98,93.72,4.4
2010-07-20,13.6,26.9,28.2,25.95,93.46,4.32
2010-07-21,48.68,26.59,27.65,25.88,94.57,4.14
2010-07-22,69.18,26.55,27.49,25.88,94.35,4.95
2010-07-23,36.62,26.32,27.15,25.78,94.71,4.54
2010-07-24,81.46,26.35,27.44,25.54,94.66,4.15
2010-07-25,81.86,26.31,27.5,25.4,92.9,4.63
2010-07-26,85.4,26.36,27.47,25.7,92.59,5.65
2010-07-27,37.87,26.65,28.25,25.5,91.91,5.49
2010-07-28,12.63,26.69,28.93,25.29,90.88,4.01
2010-07-29,20.73,26.14,28.02,25.1,92.12,3.33
2010-07-30,30.97,26.42,28.54,24.94,91.99,3.13
2010-07-31,59.65,26.16,27.36,25.24,94.29,3.88
2010-08-01,36.94,26.48,28.03,25.53,91.66,5.36
2010-08-02,33.08,26.4,27.81,25.44,92.61,5.59
2010-08-03,29.68,26.8,28.39,25.77,91.79,5.62
2010-08-04,7.38,26.44,28.38,25.2,90.86,4.41
2010-08-05,0.27,26.33,28.46,24.91,90.12,3.52
2010-08-06,14.64,26.11,28.13,24.49,91.62,2.89
2010-08-07,33.34,25.51,27.06,24.45,93.76,3.28
2010-08-08,11.09,26.33,28.63,24.79,90.09,4.14
2010-08-09,4.13,26.15,28.53,24.35,88.74,4.03
2010-08-10,2.79,26.55,29.21,24.39,88.68,3.38
2010-08-11,7.42,26.93,29.57,24.73,88.83,3.14
2010-08-12,15.51,26.83,29.24,25.19,90.57,2.9
2010-08-13,5.88,26.51,28.58,25.2,90.61,2.99
2010-08-14,7.47,26.5,29.07,24.54,89.69,2.3
2010-08-15,5.75,26.92,29.81,24.63,88.97,1.65
2010-08-16,56.59,26.56,28.64,24.99,89.91,1.14
2010-08-17,114.76,26.59,29.02,24.54,92.42,2.63
2010-08-18,53.88,25.81,26.61,24.87,94.01,3.16
2010-08-19,28.43,26.46,28.79,24.64,90.5,2.31
2010-08-20,11.34,26.39,28.81,24.73,90.78,1.9
2010-08-21,7.95,26.02,28.67,24.44,91.75,2.41
2010-08-22,2.98,26.08,28.99,23.83,89.68,2.19
2010-08-23,4.65,26.78,29.51,24.43,89.79,2.49
2010-08-24,5.09,26.89,29.14,25.25,90.48,2.6
2010-08-25,11.0,26.49,28.93,25.11,90.82,2.51
2010-08-26,43.22,25.76,27.36,24.25,93.44,2.12
2010-08-27,20.03,26.05,29.31,23.74,90.62,1.78
2010-08-28,43.87,26.7,29.56,24.96,92.08,2.69
2010-08-29,103.07,26.3,27.7,25.37,93.74,4.61
2010-08-30,89.3,26.25,28.24,25.24,92.1,5.09
2010-08-31,58.87,25.77,26.63,25.18,92.16,5.27
2010-09-01,23.0,26.22,28.15,24.87,90.74,4.34
2010-09-02,2.09,26.23,28.38,24.5,91.02,3.75
2010-09-03,1.21,26.05,27.91,24.48,90.81,3.25
2010-09-04,6.76,26.17,28.45,24.48,90.83,3.42
2010-09-05,8.17,25.89,27.36,24.89,93.76,3.19
2010-09-06,9.74,26.22,28.02,24.91,92.39,3.21
2010-09-07,17.13,26.07,28.03,24.94,92.19,3.16
2010-09-08,48.15,26.0,28.2,24.37,92.21,2.96
2010-09-09,19.94,24.83,26.59,23.73,92.34,2.72
2010-09-10,2.42,25.75,28.44,23.47,91.5,3.01
2010-09-11,1.84,26.0,28.96,23.88,89.54,2.88
2010-09-12,1.48,26.13,29.14,23.85,89.41,2.28
2010-09-13,1.18,26.2,29.1,23.92,89.4,1.91
2010-09-14,4.52,26.3,29.05,24.05,89.82,1.9
2010-09-15,2.34,26.51,29.42,24.48,87.08,1.92
2010-09-16,5.57,26.29,28.67,24.46,88.86,1.56
2010-09-17,29.57,26.23,28.45,24.69,90.61,1.83
2010-09-18,17.01,26.22,28.89,24.41,89.93,2.64
2010-09-19,10.16,26.62,30.23,23.98,87.55,1.62
2010-09-20,3.9,26.86,30.82,23.73,85.83,1.05
2010-09-21,8.87,27.14,30.44,24.76,87.14,1.37
2010-09-22,0.6,26.36,28.43,25.0,91.12,1.39
2010-09-23,0.01,26.73,29.98,24.59,89.16,1.4
2010-09-24,1.22,26.6,29.33,24.62,88.77,1.1
2010-09-25,0.59,26.69,30.6,23.29,85.77,1.21
2010-09-26,5.11,27.56,31.7,23.62,84.67,1.51
2010-09-27,10.09,28.38,31.89,24.54,80.6,1.14
2010-09-28,3.42,28.55,32.2,25.51,82.57,1.52
2010-09-29,12.12,27.96,31.48,25.01,84.25,1.46
2010-09-30,2.42,28.33,32.65,24.82,82.44,1.51
2010-10-01,0.03,27.6,32.52,23.59,77.99,2.11
2010-10-02,0.0,27.51,32.57,22.16,75.35,1.97
2010-10-03,3.01,28.74,33.19,23.92,76.17,1.34
2010-10-04,66.69,28.39,31.47,25.52,81.31,0.9
2010-10-05,24.71,28.42,32.39,24.15,79.69,1.2
2010-10-06,1.05,27.9,32.41,23.88,81.71,1.37
2010-10-07,0.0,27.66,33.3,23.49,79.32,1.57
2010-10-08,0.0,27.21,33.0,21.82,72.82,1.55
2010-10-09,0.0,26.92,31.41,22.8,78.49,1.39
2010-10-10,5.36,26.66,30.22,24.42,82.35,1.36
2010-10-11,11.88,26.05,29.11,23.58,84.59,1.43
2010-10-12,8.35,26.0,29.25,23.82,86.26,1.54
2010-10-13,3.98,26.43,30.1,23.37,82.25,1.01
2010-10-14,1.36,26.75,30.87,23.63,81.39,1.29
2010-10-15,0.69,26.55,30.61,23.82,84.09,1.31
2010-10-16,0.65,26.6,30.14,23.6,84.96,1.7
2010-10-17,10.08,26.26,29.31,23.3,85.88,1.68
2010-10-18,13.34,26.55,28.81,24.87,91.71,2.09
2010-10-19,15.65,26.17,27.71,24.57,93.69,3.34
2010-10-20,10.54,26.4,30.03,24.13,89.51,2.15
2010-10-21,1.86,26.6,29.61,23.84,88.99,1.18
2010-10-22,12.49,26.63,29.25,25.08,88.92,1.07
2010-10-23,3.24,26.66,30.36,24.17,86.38,1.66
2010-10-24,0.31,25.73,29.62,22.89,86.16,1.77
2010-10-25,0.0,25.39,28.6,23.11,85.72,1.33
2010-10-26,0.0,26.98,32.47,22.63,76.54,1.67
2010-10-27,0.0,26.35,31.63,21.97,77.43,1.93
2010-10-28,0.01,25.58,31.66,20.45,74.53,1.95
2010-10-29,0.0,25.48,31.58,20.38,74.75,2.13
2010-10-30,0.0,25.06,31.29,20.16,76.01,2.63
2010-10-31,0.0,24.62,31.14,19.97,74.35,2.69
2010-11-01,0.0,23.75,30.38,19.19,73.82,2.69
2010-11-02,0.0,23.94,30.66,18.02,74.93,2.44
2010-11-03,0.02,26.04,31.9,21.07,81.63,2.08
2010-11-04,2.1,27.25,31.93,23.8,80.69,1.6
2010-11-05,6.4,26.28,30.05,23.8,85.61,1.27
2010-11-06,1.5,26.24,29.81,23.67,85.02,0.92
2010-11-07,0.0,24.69,30.02,20.77,75.94,2.48
2010-11-08,0.76,25.38,30.63,20.85,82.87,2.77
2010-11-09,4.21,26.57,30.95,24.17,86.45,2.76
2010-11-10,0.33,26.58,31.24,22.72,85.44,1.74
2010-11-11,0.13,26.59,30.28,24.13,85.43,0.93
2010-11-12,0.05,25.83,28.94,23.81,86.43,0.81
2010-11-13,1.76,26.28,30.75,22.84,86.65,1.16
2010-11-14,2.84,27.03,31.56,23.25,83.77,1.15
2010-11-15,13.05,26.41,29.31,24.16,85.52,1.26
2010-11-16,1.76,25.98,29.71,23.15,82.58,1.61
2010-11-17,0.94,26.22,31.3,22.23,77.49,2.05
2010-11-18,0.22,26.6,31.38,22.75,78.7,1.65
2010-11-19,0.34,26.62,30.63,23.83,81.02,1.3
2010-11-20,1.06,26.01,29.85,23.28,83.93,1.02
2010-11-21,10.03,24.45,26.66,22.57,89.53,1.02
2010-11-22,4.04,24.85,28.56,22.12,83.68,1.24
2010-11-23,9.11,25.11,29.07,22.57,86.58,2.32
2010-11-24,4.69,24.73,27.92,22.77,88.97,1.89
2010-11-25,0.34,25.22,30.1,21.8,86.17,1.51
2010-11-26,0.0,25.67,30.71,22.61,84.49,1.41
2010-11-27,0.0,26.0,30.56,22.76,81.54,1.21
2010-11-28,0.0,25.56,30.84,21.04,75.81,1.63
2010-11-29,0.0,24.81,31.19,19.37,74.42,1.9
2010-11-30,0.0,25.42,31.27,20.78,74.82,1.83
2010-12-01,0.0,24.95,30.64,20.24,76.77,1.64
2010-12-02,0.0,24.99,30.8,20.03,75.45,1.17
2010-12-03,0.0,25.2,30.94,20.73,75.05,1.81
2010-12-04,0.0,24.89,30.39,20.62,76.34,1.84
2010-12-05,0.0,24.69,30.19,20.3,74.19,2.04
2010-12-06,0.0,22.47,28.44,18.31,70.8,2.87
2010-12-07,0.0,22.05,28.44,16.46,72.89,2.45
2010-12-08,0.0,23.89,29.62,19.7,80.74,2.12
2010-12-09,0.0,23.43,29.39,19.53,80.94,1.44
2010-12-10,0.0,21.09,26.12,17.91,75.84,1.66
2010-12-11,0.0,20.24,25.17,15.7,73.89,1.32
2010-12-12,0.0,19.7,23.94,16.73,73.67,1.22
2010-12-13,0.0,18.94,24.81,13.81,75.17,1.5
2010-12-14,0.0,20.39,28.52,14.08,71.14,1.72
2010-12-15,0.0,21.36,29.12,15.06,67.97,2.31
2010-12-16,0.0,21.2,28.32,15.27,63.62,2.05
2010-12-17,0.0,20.75,28.28,14.2,61.24,1.69
2010-12-18,0.0,20.23,28.58,13.8,60.04,2.35
2010-12-19,0.0,19.73,28.43,13.35,60.18,3.3
2010-12-20,0.0,19.58,28.39,12.51,58.64,2.82
2010-12-21,0.0,20.68,29.23,13.71,57.62,2.54
2010-12-22,0.0,20.03,27.82,13.32,60.89,1.58
2010-12-23,0.0,19.8,26.23,14.38,68.33,1.4
2010-12-24,0.0,19.9,27.41,14.5,72.32,1.41
2010-12-25,0.0,20.84,29.14,14.4,66.61,1.39
2010-12-26,0.0,20.8,27.87,14.7,68.49,1.6
2010-12-27,0.0,21.77,28.3,16.22,74.96,1.46
2010-12-28,0.0,22.07,28.08,17.18,76.25,1.7
2010-12-29,0.0,21.89,28.1,18.1,75.84,1.73
2010-12-30,0.0,20.86,26.87,16.81,78.06,1.98
2010-12-31,0.0,18.93,25.5,13.96,68.34,2.41
2011-01-01,0.0,18.71,26.24,11.45,69.8,1.58
2011-01-02,0.0,21.61,28.93,15.88,76.71,2.1
2011-01-03,0.0,23.06,29.84,17.72,74.66,2.4
2011-01-04,0.0,23.44,30.12,17.84,71.42,2.53
2011-01-05,0.0,23.38,30.31,18.27,68.84,1.82
2011-01-06,0.0,21.94,29.54,16.42,63.27,2.78
2011-01-07,0.0,20.32,29.38,13.68,51.32,2.96
2011-01-08,0.0,20.03,29.76,13.3,55.79,2.28
2011-01-09,0.0,21.01,30.65,13.41,55.23,1.88
2011-01-10,0.0,21.6,30.93,14.39,51.81,2.56
2011-01-11,0.0,20.89,30.49,13.72,55.16,1.93
2011-01-12,0.0,21.08,31.09,13.74,57.95,1.73
2011-01-13,0.0,21.39,30.36,14.57,57.47,1.76
2011-01-14,0.0,21.4,30.27,15.09,56.92,1.59
2011-01-15,0.0,20.92,30.05,14.49,61.1,1.98
2011-01-16,0.0,20.87,30.69,13.6,58.29,1.93
2011-01-17,0.0,21.44,31.24,14.59,55.05,2.06
2011-01-18,0.0,22.04,31.65,15.92,49.3,1.65
2011-01-19,0.0,21.8,32.08,14.15,53.31,2.1
2011-01-20,0.0,22.86,33.3,15.52,52.01,2.0
2011-01-21,0.0,22.66,33.11,15.36,47.97,2.34
2011-01-22,0.0,22.41,32.91,14.52,50.44,1.86
2011-01-23,0.0,22.49,32.95,15.03,50.7,1.75
2011-01-24,0.0,22.7,33.14,15.25,51.02,1.86
2011-01-25,0.0,22.72,32.81,15.59,50.71,2.06
2011-01-26,0.0,23.0,33.31,15.09,51.63,2.15
2011-01-27,0.0,23.28,32.66,16.78,54.87,2.46
2011-01-28,0.0,23.18,32.32,16.84,54.88,1.96
2011-01-29,0.0,22.61,32.0,16.01,51.16,1.75
2011-01-30,0.0,22.55,32.69,15.1,51.63,2.04
2011-01-31,0.0,23.58,34.11,16.03,51.23,2.34
2011-02-01,0.0,24.41,33.82,17.6,51.93,1.79
2011-02-02,0.0,25.01,34.73,17.75,51.37,1.7
2011-02-03,0.0,25.03,34.87,18.01,48.78,2.31
2011-02-04,0.0,24.74,34.42,18.02,50.39,2.21
2011-02-05,0.0,24.77,35.24,17.18,45.8,1.99
2011-02-06,0.0,24.36,34.87,17.18,47.69,2.21
2011-02-07,0.0,23.8,33.3,17.33,53.84,2.15
2011-02-08,0.0,23.33,32.95,16.53,56.18,2.01
2011-02-09,0.0,23.01,32.72,15.99,56.86,1.83
2011-02-10,0.0,24.2,34.64,16.57,52.98,1.69
2011-02-11,0.0,25.05,34.72,17.82,50.78,1.57
2011-02-12,0.0,25.17,35.03,17.91,48.96,1.58
2011-02-13,0.0,24.86,33.3,19.86,50.71,1.62
2011-02-14,0.0,24.2,32.85,17.9,58.07,1.75
2011-02-15,0.0,23.02,29.82,17.23,72.25,1.96
2011-02-16,0.0,22.77,28.12,18.57,69.82,2.03
2011-02-17,0.0,22.29,30.32,15.87,58.34,1.96
2011-02-18,0.0,22.25,30.14,15.92,58.16,2.0
2011-02-19,0.0,22.73,31.91,15.54,56.11,2.25
2011-02-20,0.0,22.63,31.54,15.86,52.15,3.01
2011-02-21,0.0,24.15,34.67,15.26,42.79,2.1
2011-02-22,0.0,25.58,35.86,17.6,41.38,2.86
2011-02-23,0.0,26.57,34.53,21.56,42.04,1.56
2011-02-24,0.0,25.78,33.55,20.79,47.51,1.63
2011-02-25,0.0,24.83,32.93,18.7,47.86,1.7
2011-02-26,0.0,25.13,35.26,16.72,38.11,2.13
2011-02-27,0.0,26.88,36.9,17.62,40.72,2.02
2011-02-28,0.16,29.63,37.28,24.07,44.04,2.32
2011-03-01,0.0,29.49,37.09,24.45,44.59,1.57
2011-03-02,0.0,29.14,37.86,23.24,38.41,1.84
2011-03-03,0.02,28.95,38.03,22.69,36.88,2.19
2011-03-04,0.04,27.81,36.66,21.91,46.3,2.14
2011-03-05,0.0,28.51,37.73,21.18,44.13,2.02
2011-03-06,0.0,29.98,39.83,21.92,31.9,2.16
2011-03-07,0.0,30.76,40.89,22.55,27.43,2.66
2011-03-08,0.0,30.59,40.8,23.25,27.11,2.95
2011-03-09,0.0,27.61,36.34,21.42,38.5,2.11
2011-03-10,0.0,26.54,36.54,18.56,40.9,2.18
2011-03-11,0.0,27.51,38.98,18.24,28.97,2.29
2011-03-12,0.0,28.6,40.08,19.78,24.11,2.84
2011-03-13,0.0,29.38,40.59,20.98,22.9,2.7
2011-03-14,0.0,29.95,40.42,22.38,26.28,2.0
2011-03-15,0.0,30.39,41.49,21.22,23.91,2.27
2011-03-16,0.0,31.37,41.92,22.66,19.02,2.42
2011-03-17,0.0,30.73,41.76,22.55,24.49,2.62
2011-03-18,0.0,29.92,40.16,23.52,36.5,1.79
2011-03-19,0.0,28.76,38.1,21.73,56.67,1.8
2011-03-20,0.0,28.13,37.79,20.55,55.94,2.03
2011-03-21,0.0,27.93,36.87,20.77,57.19,1.74
2011-03-22,0.0,27.26,36.48,20.07,57.75,2.03
2011-03-23,0.0,27.75,36.75,20.5,49.11,2.22
2011-03-24,0.0,27.84,36.45,20.77,50.92,2.31
2011-03-25,0.0,28.21,36.86,21.17,52.45,2.13
2011-03-26,0.0,29.79,39.96,21.73,49.72,1.9
