date,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M
2022-02-16,0.0,22.0,29.4,15.37,68.18,1.46
2022-02-17,0.0,23.02,31.14,15.88,64.2,1.57
2022-02-18,0.0,23.6,31.4,17.06,60.59,1.63
2022-02-19,0.0,24.8,34.21,17.59,60.12,1.56
2022-02-20,0.22,25.09,34.37,18.7,53.08,1.78
2022-02-21,0.0,24.48,34.15,17.71,46.69,1.76
2022-02-22,0.0,25.06,36.12,17.26,49.3,1.56
2022-02-23,0.0,25.99,36.41,18.14,50.89,1.56
2022-02-24,0.0,26.18,35.09,20.44,52.07,1.41
2022-02-25,0.0,26.16,35.44,19.63,50.76,1.55
2022-02-26,0.01,26.11,35.04,20.63,49.22,1.93
2022-02-27,0.0,25.93,35.49,18.8,46.02,1.95
2022-02-28,0.0,26.29,36.37,18.33,37.08,1.99
2022-03-01,0.0,27.09,37.26,19.2,36.97,2.1
2022-03-02,0.0,27.82,37.84,19.9,36.04,2.39
2022-03-03,0.0,28.44,37.73,21.1,32.24,3.25
2022-03-04,0.0,28.43,37.92,21.28,31.08,3.18
2022-03-05,0.0,28.52,38.25,20.9,31.74,2.68
2022-03-06,0.0,28.51,37.86,21.22,35.15,2.21
2022-03-07,0.17,28.98,37.57,22.46,37.29,2.34
2022-03-08,0.1,30.09,38.21,23.49,40.64,2.23
2022-03-09,0.1,30.59,38.34,25.02,43.33,2.02
2022-03-10,0.05,29.74,36.74,23.7,38.59,2.45
2022-03-11,0.21,29.76,37.68,23.57,39.37,1.77
2022-03-12,0.01,30.09,38.44,23.61,40.86,2.19
2022-03-13,0.0,30.02,39.74,22.13,32.93,2.57
2022-03-14,0.0,30.49,40.66,22.09,24.32,2.72
2022-03-15,0.0,30.71,40.97,22.74,33.22,2.39
2022-03-16,0.0,31.03,41.7,22.42,34.0,2.46
2022-03-17,0.24,31.45,42.16,22.96,32.54,2.33
2022-03-18,0.42,30.82,41.31,23.63,39.2,2.3
2022-03-19,0.45,29.82,39.65,23.1,55.26,2.12
2022-03-20,0.03,29.01,37.96,23.21,56.27,1.96
2022-03-21,0.01,29.54,39.27,22.24,54.65,2.31
2022-03-22,0.44,30.49,41.63,22.31,42.13,2.22
2022-03-23,2.24,30.97,41.74,22.92,38.79,2.0
2022-03-24,1.56,30.43,40.94,23.04,42.53,2.02
2022-03-25,0.0,29.71,38.93,22.81,54.55,1.61
2022-03-26,0.01,29.66,38.21,23.82,50.98,1.72
2022-03-27,0.0,30.29,40.36,23.89,53.99,1.63
2022-03-28,0.0,30.58,40.35,24.26,55.45,1.86
2022-03-29,0.08,30.89,40.87,23.69,47.88,2.23
2022-03-30,0.1,30.78,40.49,22.94,48.97,2.21
2022-03-31,0.0,29.92,39.9,22.08,51.74,2.04
2022-04-01,0.0,29.76,40.13,20.8,41.07,2.15
2022-04-02,0.0,30.04,40.17,22.6,47.83,1.9
2022-04-03,0.0,30.48,41.12,21.99,51.69,2.35
2022-04-04,0.03,31.41,41.17,24.86,47.13,1.93
2022-04-05,0.18,31.25,41.54,24.32,57.87,2.18
2022-04-06,0.22,31.59,41.37,24.18,58.25,2.14
2022-04-07,0.21,31.99,41.72,24.92,53.12,2.51
2022-04-08,0.4,31.91,41.66,24.7,50.55,2.08
2022-04-09,0.19,31.23,39.25,25.4,59.55,2.25
2022-04-10,0.05,30.79,38.41,25.27,59.2,1.82
2022-04-11,0.04,31.63,40.22,25.22,50.07,1.85
2022-04-12,0.0,32.37,41.38,25.66,42.96,1.96
2022-04-13,0.01,31.9,39.61,25.51,42.52,1.73
2022-04-14,0.02,30.87,37.75,25.53,51.02,2.01
2022-04-15,0.04,30.45,38.19,25.38,56.52,2.05
2022-04-16,0.02,30.24,38.96,23.72,55.78,1.89
2022-04-17,0.02,30.45,39.61,23.5,55.98,1.94
2022-04-18,0.02,30.9,39.88,24.46,54.88,2.05
2022-04-19,0.05,30.13,36.74,25.23,58.33,2.14
2022-04-20,0.14,30.44,37.27,25.61,57.24,2.32
2022-04-21,0.07,33.63,41.77,26.31,37.13,2.83
2022-04-22,0.78,34.12,42.36,27.59,39.62,2.49
2022-04-23,0.75,33.68,41.89,27.1,51.6,1.8
2022-04-24,0.28,32.49,40.42,26.89,56.67,2.24
2022-04-25,0.08,33.26,42.99,25.86,47.34,2.33
2022-04-26,0.13,32.67,40.77,26.57,45.35,2.01
2022-04-27,0.01,34.07,43.06,26.54,41.18,2.89
2022-04-28,0.02,34.34,42.99,27.7,39.55,2.7
2022-04-29,0.02,32.31,39.86,26.69,56.85,2.03
2022-04-30,0.02,31.93,39.94,25.94,53.78,2.21
2022-05-01,0.02,31.19,38.95,25.73,61.94,2.28
2022-05-02,0.02,30.74,37.48,26.11,64.58,2.1
2022-05-03,0.02,30.43,35.99,26.23,66.04,2.09
2022-05-04,0.0,31.05,38.57,25.8,59.01,2.18
2022-05-05,0.0,31.34,38.92,25.34,57.67,2.86
2022-05-06,0.03,31.5,39.25,25.33,59.43,2.77
2022-05-07,0.01,31.72,38.91,26.21,60.29,3.05
2022-05-08,0.14,31.98,40.0,26.43,60.13,2.59
2022-05-09,0.18,32.15,40.11,26.6,59.93,3.39
2022-05-10,0.14,31.48,38.79,26.87,62.65,3.73
2022-05-11,0.13,31.55,38.61,27.56,64.26,3.39
2022-05-12,0.13,31.58,37.48,28.03,64.53,3.7
2022-05-13,0.09,31.42,37.4,27.78,62.99,3.77
2022-05-14,0.08,31.39,37.69,27.78,62.45,3.82
2022-05-15,0.08,31.57,37.56,27.61,60.42,3.53
2022-05-16,0.25,31.8,38.42,27.54,61.34,3.15
2022-05-17,0.37,31.46,37.89,27.68,61.59,3.13
2022-05-18,0.16,31.35,37.5,27.27,61.28,3.03
2022-05-19,0.46,31.18,38.29,27.07,59.54,2.66
2022-05-20,0.15,30.86,36.9,27.28,62.3,3.37
2022-05-21,0.07,30.49,35.29,27.3,64.67,4.42
2022-05-22,0.3,30.44,35.51,26.94,65.44,4.77
2022-05-23,2.86,30.85,35.45,27.59,66.47,4.51
2022-05-24,1.9,30.77,35.66,27.54,66.9,3.79
2022-05-25,0.33,30.5,35.84,26.75,63.9,2.93
2022-05-26,0.05,30.53,36.05,26.34,59.8,3.11
2022-05-27,0.01,31.25,36.36,27.45,57.55,3.73
2022-05-28,0.01,31.32,36.4,27.78,58.19,3.88
2022-05-29,0.01,30.86,35.55,27.82,60.54,3.91
2022-05-30,0.01,30.93,36.22,26.99,60.97,3.6
2022-05-31,0.27,30.9,36.35,27.34,59.31,3.63
2022-06-01,0.53,30.76,36.9,27.06,61.91,3.27
2022-06-02,0.19,30.98,36.57,27.37,60.14,3.45
2022-06-03,0.25,30.87,36.6,27.4,62.25,3.58
2022-06-04,0.27,30.99,37.18,27.04,61.11,3.35
2022-06-05,0.12,31.0,37.18,26.92,60.92,2.94
2022-06-06,0.12,31.06,36.59,27.13,60.3,3.09
2022-06-07,1.52,30.48,35.05,27.68,64.42,3.23
2022-06-08,1.23,30.34,34.67,27.36,68.62,3.24
2022-06-09,3.12,30.24,34.03,27.48,70.23,2.9
2022-06-10,11.24,29.33,32.6,27.11,75.9,2.56
2022-06-11,25.37,27.84,30.67,26.23,83.6,3.39
2022-06-12,5.52,28.33,32.0,25.81,77.7,3.6
2022-06-13,1.57,29.16,33.79,25.84,74.91,3.78
2022-06-14,1.62,29.41,34.55,26.3,73.74,3.8
2022-06-15,4.86,29.06,32.9,26.35,77.59,3.58
2022-06-16,9.21,29.08,32.34,26.61,77.28,3.3
2022-06-17,7.5,28.35,30.7,26.41,81.25,2.95
2022-06-18,6.8,28.68,32.84,25.48,77.67,3.68
2022-06-19,29.13,28.68,32.04,26.53,81.66,4.32
2022-06-20,20.72,28.24,30.69,26.66,82.69,4.34
2022-06-21,13.0,27.9,30.13,26.43,84.32,4.09
2022-06-22,22.48,27.52,29.18,25.63,86.91,2.02
2022-06-23,17.38,27.72,31.8,24.83,80.51,1.99
2022-06-24,16.31,26.87,29.47,25.29,87.58,2.14
2022-06-25,5.29,26.86,29.25,25.37,88.22,3.05
2022-06-26,14.31,27.11,29.68,25.19,88.07,2.81
2022-06-27,17.53,27.15,29.38,25.47,88.01,4.2
2022-06-28,14.12,27.7,30.12,25.94,85.27,3.63
2022-06-29,33.66,27.8,30.63,26.0,87.56,3.84
2022-06-30,52.41,27.27,29.16,26.12,88.66,4.09
2022-07-01,67.86,27.13,29.06,25.85,89.84,3.68
2022-07-02,27.73,27.47,29.94,25.82,86.86,4.48
2022-07-03,20.14,27.41,29.87,25.96,86.22,4.83
2022-07-04,63.8,26.89,28.68,25.88,89.93,4.79
2022-07-05,97.61,26.48,27.96,25.41,90.69,4.5
2022-07-06,83.32,26.8,28.95,25.5,90.02,4.61
2022-07-07,54.55,26.53,28.24,25.44,90.45,4.66
2022-07-08,71.1,26.34,27.53,25.41,91.81,4.81
2022-07-09,44.3,26.34,27.57,25.46,91.43,4.82
2022-07-10,57.38,25.82,26.64,25.18,93.19,4.57
2022-07-11,92.15,25.85,26.81,25.13,93.53,4.98
2022-07-12,78.31,25.62,26.57,25.05,93.02,5.16
2022-07-13,97.86,25.67,26.8,24.77,93.37,5.45
2022-07-14,102.07,25.48,26.34,24.94,94.02,5.34
2022-07-15,44.43,25.9,27.0,24.91,91.81,5.4
2022-07-16,34.07,26.4,28.23,24.93,91.31,5.54
2022-07-17,18.55,26.57,28.6,25.21,90.85,4.38
2022-07-18,22.58,25.68,26.78,24.9,92.51,3.28
2022-07-19,32.15,26.24,28.41,24.67,90.9,3.99
2022-07-20,13.99,26.26,28.49,24.65,89.77,3.89
2022-07-21,10.5,26.26,28.53,24.65,89.85,3.4
2022-07-22,6.48,26.22,28.35,24.59,89.48,2.99
2022-07-23,25.04,26.09,27.84,24.69,91.03,3.69
2022-07-24,29.04,26.13,27.73,24.86,90.7,3.99
2022-07-25,17.28,26.1,27.96,24.48,89.2,3.52
2022-07-26,6.35,26.25,28.77,24.24,88.74,2.72
2022-07-27,15.21,26.21,29.17,24.02,89.38,1.77
2022-07-28,13.36,26.63,29.49,24.39,88.77,1.51
2022-07-29,1.53,26.65,29.42,24.56,89.76,1.83
2022-07-30,1.2,26.76,29.63,24.57,88.82,1.82
2022-07-31,2.31,26.8,29.44,24.66,88.01,2.18
2022-08-01,1.84,27.03,29.94,24.44,86.25,2.46
2022-08-02,7.84,26.58,28.78,24.78,89.38,2.45
2022-08-03,10.06,26.63,29.18,24.83,90.06,2.41
2022-08-04,16.52,26.5,28.62,24.87,90.79,1.73
2022-08-05,12.38,26.64,29.37,24.81,90.78,2.49
2022-08-06,15.64,26.63,28.59,25.13,90.06,3.55
2022-08-07,41.89,26.32,27.81,24.81,92.71,2.88
2022-08-08,67.89,26.27,27.36,25.43,93.49,4.58
2022-08-09,63.72,25.74,26.77,24.97,93.27,6.25
2022-08-10,31.77,26.01,27.29,25.08,92.37,6.47
2022-08-11,42.45,25.82,27.21,24.98,91.06,7.09
2022-08-12,19.49,26.11,27.95,24.94,90.03,6.47
2022-08-13,18.71,26.06,28.04,24.73,89.71,5.07
2022-08-14,16.76,25.89,28.06,24.38,89.21,4.85
2022-08-15,38.81,25.24,27.09,24.33,92.04,4.22
2022-08-16,35.62,25.29,26.58,24.25,91.8,4.83
2022-08-17,21.5,25.86,27.46,24.65,90.81,5.01
2022-08-18,13.35,25.91,28.17,24.24,90.61,3.89
2022-08-19,12.82,25.97,28.37,24.13,90.66,3.69
2022-08-20,12.06,25.95,28.13,24.39,90.22,3.64
2022-08-21,8.92,25.55,27.3,24.28,90.88,3.39
2022-08-22,13.02,25.77,27.55,24.39,90.81,4.07
2022-08-23,19.73,26.15,28.25,24.67,90.83,4.22
2022-08-24,11.99,26.1,28.37,24.33,89.84,3.52
2022-08-25,5.61,25.9,28.64,24.05,89.34,2.76
2022-08-26,1.79,25.72,28.57,23.61,88.57,1.98
2022-08-27,0.23,25.88,29.16,23.51,86.9,1.73
2022-08-28,1.29,25.74,28.79,23.33,88.09,1.63
2022-08-29,1.41,26.2,29.58,23.65,86.31,1.58
2022-08-30,2.39,26.28,29.98,23.55,87.97,1.9
2022-08-31,10.34,26.91,30.66,24.27,90.17,2.03
2022-09-01,7.4,26.45,28.77,24.88,92.6,2.1
2022-09-02,4.56,27.25,30.22,24.49,89.86,1.33
2022-09-03,7.92,27.71,31.27,24.92,88.27,1.69
2022-09-04,7.41,26.81,29.58,25.26,91.41,1.65
2022-09-05,9.92,26.52,28.89,24.81,89.75,1.82
2022-09-06,11.6,26.48,29.33,24.52,89.04,1.53
2022-09-07,7.64,26.59,30.32,23.67,89.75,2.14
2022-09-08,77.44,27.61,30.99,25.05,87.4,1.43
2022-09-09,10.26,28.05,31.49,25.15,87.22,1.42
2022-09-10,10.35,27.36,30.96,25.03,88.48,1.19
2022-09-11,23.75,26.92,29.7,25.24,91.65,2.66
2022-09-12,34.64,25.74,26.75,25.07,93.33,2.71
2022-09-13,32.84,26.11,27.8,24.78,91.93,3.57
2022-09-14,29.54,26.25,28.19,25.12,91.35,4.34
2022-09-15,44.49,26.61,28.35,25.41,91.66,4.94
2022-09-16,58.87,26.2,27.19,25.33,94.07,3.41
2022-09-17,33.52,26.35,28.66,24.71,90.95,3.25
2022-09-18,33.66,25.86,28.42,23.94,88.84,2.09
2022-09-19,8.83,25.67,28.64,23.3,87.09,2.21
2022-09-20,7.04,25.23,27.79,23.14,88.87,2.2
2022-09-21,3.56,25.02,27.54,23.13,89.68,2.27
2022-09-22,4.46,24.93,27.64,23.05,89.49,1.92
2022-09-23,7.01,24.83,26.86,23.04,92.24,2.15
2022-09-24,4.36,25.36,28.24,23.14,90.48,2.02
2022-09-25,6.0,25.53,28.68,23.0,89.59,1.8
2022-09-26,3.33,25.63,28.76,23.22,87.47,1.55
2022-09-27,1.82,25.24,28.52,22.93,88.02,1.62
2022-09-28,1.3,25.37,27.81,23.44,90.34,1.97
2022-09-29,8.77,25.74,28.64,24.04,89.79,2.08
2022-09-30,19.04,26.45,30.22,23.63,89.73,1.92
2022-10-01,6.19,26.27,29.63,23.78,89.43,1.93
2022-10-02,2.45,25.69,28.92,23.47,88.86,1.75
2022-10-03,0.22,25.6,29.41,22.59,86.64,1.79
2022-10-04,1.27,26.0,30.29,22.23,87.88,1.96
2022-10-05,1.03,26.39,29.9,23.64,87.09,2.24
2022-10-06,8.62,25.34,28.12,22.29,89.29,1.9
2022-10-07,43.1,25.62,27.86,24.11,92.95,3.26
2022-10-08,14.9,25.48,27.07,24.41,92.31,2.28
2022-10-09,0.57,26.17,29.55,23.89,87.78,1.92
2022-10-10,0.99,26.45,29.99,23.96,86.88,1.39
2022-10-11,16.35,26.43,29.88,23.66,89.19,1.31
2022-10-12,8.97,26.3,28.84,24.32,91.07,1.4
2022-10-13,7.79,25.84,29.06,23.42,86.62,2.14
2022-10-14,26.96,26.43,30.82,22.84,86.42,1.89
2022-10-15,11.55,25.98,30.69,22.13,83.23,2.34
2022-10-16,0.31,25.71,31.76,19.66,79.8,2.5
2022-10-17,7.19,27.15,31.22,24.38,87.36,1.77
2022-10-18,14.15,26.12,28.5,24.57,89.27,1.04
2022-10-19,2.32,26.61,30.59,23.8,86.83,1.29
2022-10-20,3.2,26.62,31.51,23.03,83.33,1.42
2022-10-21,10.32,27.04,30.95,23.84,84.86,2.06
2022-10-22,0.16,25.68,29.79,21.56,80.62,2.58
2022-10-23,0.0,23.69,29.75,18.8,73.62,2.66
2022-10-24,0.0,23.86,30.1,18.1,70.77,1.66
2022-10-25,0.0,23.93,29.76,18.77,68.13,1.37
2022-10-26,0.0,23.73,30.32,18.25,71.45,1.72
2022-10-27,0.0,23.8,29.86,18.1,71.25,1.98
2022-10-28,0.0,23.39,29.51,18.43,71.09,2.25
2022-10-29,0.0,23.02,30.01,17.56,70.61,2.68
2022-10-30,0.0,23.43,30.1,18.0,73.53,2.64
2022-10-31,0.0,23.84,30.17,18.8,73.71,2.38
2022-11-01,0.0,23.16,29.04,18.56,73.36,2.46
2022-11-02,0.0,23.33,30.08,17.84,74.5,2.4
2022-11-03,0.0,23.42,30.75,17.65,72.35,2.74
2022-11-04,0.0,23.32,30.49,17.87,70.4,2.52
2022-11-05,0.0,23.81,31.77,17.45,65.34,2.68
2022-11-06,0.0,24.19,31.67,18.23,64.19,2.46
2022-11-07,0.0,24.29,31.58,18.81,67.23,1.87
2022-11-08,0.0,24.52,31.29,19.25,72.17,1.58
2022-11-09,0.0,24.71,31.37,19.44,70.99,1.31
2022-11-10,0.0,23.74,29.99,18.79,74.49,2.46
2022-11-11,0.0,23.31,29.84,17.99,76.4,2.73
2022-11-12,0.12,23.67,29.97,18.93,77.02,2.8
2022-11-13,0.61,23.47,29.87,18.41,75.02,2.59
2022-11-14,0.0,23.84,30.89,18.24,75.93,1.84
2022-11-15,0.0,23.7,29.98,19.26,74.1,1.79
2022-11-16,0.0,22.94,29.11,17.98,73.12,1.84
2022-11-17,0.0,22.3,29.18,17.03,72.28,2.49
2022-11-18,0.0,21.78,28.57,16.27,70.73,2.71
2022-11-19,0.0,21.74,28.45,16.91,70.07,2.86
2022-11-20,0.0,20.25,27.27,14.74,68.97,2.79
2022-11-21,0.0,20.47,27.68,14.48,66.35,2.35
2022-11-22,0.01,21.81,28.92,15.1,70.34,2.1
2022-11-23,0.0,23.24,29.91,17.85,73.28,2.12
2022-11-24,0.0,23.4,30.87,17.66,72.95,2.08
2022-11-25,0.0,24.42,31.12,19.24,77.58,2.12
2022-11-26,0.0,24.65,30.29,20.85,78.95,1.72
2022-11-27,0.0,24.02,30.29,19.33,78.18,1.7
2022-11-28,0.0,23.55,29.79,19.05,72.9,1.35
2022-11-29,0.0,22.78,30.4,16.69,68.11,1.51
2022-11-30,0.0,23.2,29.7,18.15,72.18,2.04
2022-12-01,0.0,22.89,29.95,17.1,65.19,2.22
2022-12-02,0.0,22.96,30.86,17.13,64.95,1.84
2022-12-03,0.0,24.24,31.04,18.46,69.27,1.51
2022-12-04,0.0,25.5,30.87,21.21,77.46,1.49
2022-12-05,0.01,25.81,30.89,21.87,77.54,1.45
2022-12-06,0.01,24.84,30.67,20.21,75.12,1.87
2022-12-07,0.0,24.1,30.19,19.64,73.83,2.05
2022-12-08,1.71,22.06,29.15,17.15,68.79,2.66
2022-12-09,1.44,20.37,28.74,12.85,64.82,2.79
2022-12-10,0.0,21.19,29.98,14.45,65.05,2.14
2022-12-11,0.0,23.98,31.17,18.76,77.25,1.92
2022-12-12,0.12,25.69,31.17,20.99,78.62,1.72
2022-12-13,0.17,26.21,31.04,21.67,77.97,1.99
2022-12-14,1.14,24.88,29.49,21.78,82.69,2.19
2022-12-15,0.82,25.27,29.81,22.22,80.7,1.89
2022-12-16,0.04,26.2,31.97,22.3,76.92,1.94
2022-12-17,0.01,26.32,32.51,21.76,73.85,1.88
2022-12-18,0.0,25.77,31.96,21.22,71.8,2.15
2022-12-19,0.0,24.42,31.12,19.13,63.93,2.28
2022-12-20,0.0,23.82,31.52,17.83,60.95,2.2
2022-12-21,0.0,23.84,32.03,17.84,62.99,2.2
2022-12-22,0.0,23.93,31.91,18.05,64.21,1.72
2022-12-23,0.0,22.57,29.42,17.85,64.57,1.75
2022-12-24,0.0,21.04,29.51,15.47,57.21,1.67
2022-12-25,0.0,20.7,28.04,14.46,59.94,1.32
2022-12-26,0.0,21.98,29.54,15.95,70.31,1.43
2022-12-27,0.0,23.67,31.95,17.5,69.43,1.73
2022-12-28,0.0,24.05,32.59,17.7,58.48,1.64
2022-12-29,0.0,23.72,32.11,17.51,57.39,1.48
2022-12-30,0.0,23.19,31.91,16.67,59.22,1.67
2022-12-31,0.0,22.37,31.28,16.48,58.99,2.01
2023-01-01,0.0,21.71,30.52,14.69,58.82,1.7
2023-01-02,0.0,22.37,32.15,15.73,61.81,2.1
2023-01-03,0.0,22.26,31.76,16.0,59.42,2.23
2023-01-04,0.0,22.41,30.88,15.38,60.06,2.0
2023-01-05,0.0,23.5,31.3,17.0,67.65,2.75
2023-01-06,0.0,24.58,31.31,18.97,68.62,2.67
2023-01-07,0.0,24.68,31.48,19.24,65.82,2.44
2023-01-08,0.0,23.39,30.83,17.7,59.31,2.43
2023-01-09,0.0,22.02,30.99,15.46,47.87,2.47
2023-01-10,0.0,22.6,31.95,15.2,43.96,2.21
2023-01-11,0.0,22.18,32.09,15.43,49.22,1.95
2023-01-12,0.0,21.14,30.1,14.64,50.19,1.64
2023-01-13,0.0,20.43,27.93,15.1,70.41,1.8
2023-01-14,0.0,19.58,28.22,13.24,57.29,1.88
2023-01-15,0.0,19.92,29.39,12.82,53.69,1.65
2023-01-16,0.0,20.62,29.06,14.99,52.86,1.45
2023-01-17,0.0,20.51,29.58,13.98,52.31,1.4
2023-01-18,0.0,21.96,32.48,14.12,51.62,1.56
2023-01-19,0.0,22.82,32.67,15.16,52.91,1.85
2023-01-20,0.0,23.03,31.2,17.77,55.57,1.37
2023-01-21,0.0,22.08,30.59,15.92,61.8,1.55
2023-01-22,0.0,20.79,28.56,15.22,59.27,1.79
2023-01-23,0.0,20.24,28.14,14.89,55.66,2.02
2023-01-24,0.0,19.56,26.57,14.48,58.97,1.91
2023-01-25,0.0,20.0,28.01,14.07,53.08,2.32
2023-01-26,0.0,21.83,31.38,14.41,56.78,1.95
2023-01-27,0.0,25.15,34.14,18.26,60.04,2.17
2023-01-28,0.02,24.97,34.13,18.15,58.91,2.69
2023-01-29,0.15,23.98,29.7,20.36,79.7,1.52
2023-01-30,0.01,23.32,30.07,19.12,73.76,1.83
2023-01-31,0.0,24.44,33.42,17.58,56.37,2.48
2023-02-01,0.18,25.45,33.14,18.95,54.2,3.07
2023-02-02,0.01,25.3,33.44,18.92,51.16,2.91
2023-02-03,0.0,24.33,33.5,17.53,42.21,2.54
2023-02-04,0.0,24.42,34.65,16.54,41.77,1.88
2023-02-05,0.0,24.39,34.81,16.82,40.27,1.98
2023-02-06,0.0,23.83,33.18,18.05,38.86,2.02
2023-02-07,0.0,23.56,34.06,15.54,44.8,2.17
2023-02-08,0.0,24.91,36.45,16.48,41.16,2.14
2023-02-09,0.0,25.9,37.5,17.92,34.55,2.5
2023-02-10,0.0,25.86,37.36,17.69,36.02,2.01
2023-02-11,0.0,25.24,36.34,17.15,33.81,2.28
2023-02-12,0.0,26.34,37.45,17.59,30.28,2.85
2023-02-13,0.0,26.4,37.59,17.86,31.1,3.0
2023-02-14,0.0,26.53,38.07,18.14,26.8,2.82
2023-02-15,0.0,26.88,38.39,18.03,26.95,2.32
2023-02-16,0.0,27.73,39.3,19.23,26.54,2.78
2023-02-17,0.0,28.16,39.17,19.91,26.14,2.75
2023-02-18,0.0,28.17,38.93,19.99,27.61,2.63
2023-02-19,0.0,28.19,39.41,19.73,28.08,2.48
2023-02-20,0.0,27.13,37.67,18.81,29.22,1.81
2023-02-21,0.0,26.74,37.05,19.07,30.0,2.08
2023-02-22,0.0,26.76,36.69,19.31,32.41,2.16
2023-02-23,0.0,27.61,38.65,18.97,27.93,2.1
2023-02-24,0.0,28.38,39.39,19.52,24.65,2.39
2023-02-25,0.0,28.21,38.9,19.65,24.79,2.33
2023-02-26,0.0,28.29,38.68,19.98,21.77,2.54
2023-02-27,0.0,28.1,38.93,19.98,21.92,2.46
2023-02-28,0.0,28.02,37.84,19.97,25.94,2.07
2023-03-01,0.0,28.53,38.02,20.55,28.07,1.81
2023-03-02,0.0,29.63,38.77,21.97,29.48,1.96
2023-03-03,0.0,30.26,39.28,22.84,31.1,1.73
2023-03-04,0.0,30.39,39.2,23.56,33.89,1.83
2023-03-05,0.12,30.13,38.63,24.07,36.74,1.81
2023-03-06,2.44,30.05,38.19,24.09,37.3,2.02
2023-03-07,0.9,29.31,36.37,23.5,34.9,2.45
2023-03-08,0.02,29.41,37.75,22.4,33.52,2.17
2023-03-09,0.0,29.78,38.23,23.48,28.94,2.89
2023-03-10,0.0,29.38,38.21,21.97,23.9,2.97
2023-03-11,0.0,30.16,39.04,22.71,24.43,2.43
2023-03-12,0.0,31.17,39.57,23.77,30.49,1.93
2023-03-13,0.0,30.93,38.58,25.39,30.16,2.15
2023-03-14,0.0,30.79,38.16,23.95,29.83,1.76
2023-03-15,0.32,30.23,37.17,25.39,34.95,1.65
2023-03-16,0.86,28.38,33.93,23.69,47.94,1.68
2023-03-17,1.08,28.37,35.24,22.76,54.07,2.07
2023-03-18,0.87,27.81,34.53,22.93,51.64,1.96
2023-03-19,0.67,26.5,32.97,22.11,56.7,2.11
2023-03-20,1.23,26.23,32.32,21.44,59.62,2.41
2023-03-21,7.46,26.27,31.75,22.54,60.63,1.91
2023-03-22,0.01,26.16,32.93,21.58,60.69,2.11
2023-03-23,0.0,26.17,32.65,21.17,61.6,2.43
2023-03-24,0.0,26.68,34.37,20.96,60.3,2.58
2023-03-25,0.0,25.49,33.51,18.75,51.93,2.33
2023-03-26,0.0,25.57,33.93,18.13,52.78,2.41
2023-03-27,0.0,26.34,34.46,19.78,59.53,2.17
2023-03-28,0.02,27.29,35.86,20.61,59.21,2.03
2023-03-29,0.0,27.24,35.69,20.8,58.03,2.09
2023-03-30,0.0,27.15,34.59,21.85,58.84,1.96
2023-03-31,0.03,27.04,33.83,22.24,57.27,2.52
2023-04-01,0.0,27.44,36.18,19.25,51.68,2.52
2023-04-02,0.0,27.5,35.14,21.47,57.81,2.33
2023-04-03,0.0,27.73,35.74,21.72,55.57,2.2
2023-04-04,0.0,28.62,36.83,22.18,54.91,2.21
2023-04-05,0.03,29.25,38.17,22.34,50.43,2.22
2023-04-06,0.18,30.05,38.85,22.34,48.92,2.64
2023-04-07,0.28,31.86,39.42,24.9,35.04,2.26
2023-04-08,0.03,32.67,40.01,26.98,35.68,2.2
2023-04-09,0.5,32.36,40.02,26.05,38.74,2.08
2023-04-10,0.07,33.21,41.58,26.83,38.7,2.4
2023-04-11,0.09,32.95,41.66,25.76,44.8,2.05
2023-04-12,1.31,33.5,41.3,26.21,41.25,2.58
2023-04-13,0.12,34.17,40.37,29.69,35.01,2.55
2023-04-14,2.29,31.44,37.2,27.13,45.28,1.66
2023-04-15,0.55,31.65,40.29,25.12,44.99,1.9
2023-04-16,0.7,31.59,39.83,24.94,43.45,1.95
2023-04-17,0.14,31.14,39.87,24.31,43.44,2.13
2023-04-18,0.24,32.98,42.58,25.03,39.31,2.63
2023-04-19,0.28,33.59,42.76,26.65,35.5,2.66
2023-04-20,0.76,31.4,39.43,25.81,47.0,2.49
2023-04-21,0.08,29.66,37.46,23.62,54.63,2.4
2023-04-22,0.0,28.93,36.01,23.33,58.87,2.42
2023-04-23,0.0,29.47,36.91,23.21,57.48,2.64
2023-04-24,0.0,30.57,38.23,23.19,49.32,2.13
2023-04-25,0.0,31.69,40.55,25.12,35.23,2.35
2023-04-26,0.31,29.1,34.6,24.91,59.91,2.47
2023-04-27,0.16,29.79,36.59,24.28,55.27,1.96
2023-04-28,0.21,30.01,36.17,25.6,55.49,2.19
2023-04-29,0.26,29.62,36.07,24.81,53.03,2.12
2023-04-30,0.77,28.91,35.27,23.57,55.36,2.47
2023-05-01,0.01,29.29,36.35,24.22,49.19,2.22
2023-05-02,1.54,29.38,35.41,24.25,56.53,2.02
2023-05-03,0.28,29.62,35.58,24.73,57.88,2.47
2023-05-04,0.16,29.91,36.46,24.8,54.34,2.19
2023-05-05,0.05,30.04,36.74,25.3,55.04,2.31
2023-05-06,0.09,30.51,36.76,25.57,56.88,2.67
2023-05-07,0.25,30.57,36.35,26.25,58.97,2.55
2023-05-08,0.83,31.35,37.49,26.54,58.26,2.58
2023-05-09,0.66,32.44,40.17,27.39,54.97,2.43
2023-05-10,0.17,33.14,41.29,26.66,53.35,2.36
2023-05-11,0.06,33.0,41.66,26.22,55.3,2.0
