date,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,curve_number,runoff_mm,rain_5day_mm,runoff_event,doy_sin,doy_cos,target_runoff_event_tomorrow
2010-01-01,0.0,22.22,31.09,15.15,64.91,2.37,80,0.0,0.0,0,0.01716632975470737,0.9998526477050269,0.0
2010-01-02,0.26,23.96,31.37,18.91,65.97,2.46,80,0.0,0.26,0,0.034327600513243496,0.9994106342455052,0.0
2010-01-03,0.0,24.21,31.39,19.01,66.89,2.0,80,0.0,0.26,0,0.05147875477034653,0.9986740898848305,0.0
2010-01-04,0.0,23.38,30.57,18.0,68.55,2.37,80,0.0,0.26,0,0.06861473800213404,0.9976432316860063,0.0
2010-01-05,0.0,22.3,30.69,15.67,65.38,1.39,80,0.0,0.26,0,0.08573050015569435,0.9963183634476755,0.0
2010-01-06,0.0,23.49,31.76,16.93,60.84,2.26,80,0.0,0.26,0,0.1028209971373604,0.9946998756145891,0.0
2010-01-07,0.0,23.41,30.97,17.5,57.02,2.63,80,0.0,0.0,0,0.11988119229922722,0.99278824516254,0.0
2010-01-08,0.0,22.77,30.83,15.74,52.16,1.81,80,0.0,0.0,0,0.13690605792347524,0.990584035457797,0.0
2010-01-09,0.0,23.32,31.62,16.45,58.51,1.81,80,0.0,0.0,0,0.15389057670406178,0.9880878960910772,0.0
2010-01-10,0.0,24.07,32.35,18.01,62.88,1.88,80,0.0,0.0,0,0.17082974322534417,0.985300562686109,0.0
2010-01-11,0.04,24.3,29.94,20.11,68.15,1.59,80,0.0,0.04,0,0.1877185654371987,0.9822228566828407,0.0
2010-01-12,0.05,24.01,29.17,21.14,72.47,1.65,80,0.0,0.09,0,0.2045520661262008,0.9788556850953578,0.0
2010-01-13,0.0,21.86,28.52,15.53,61.33,2.28,80,0.0,0.09,0,0.22132528438243257,0.9752000402445825,0.0
2010-01-14,0.0,22.21,31.78,13.2,52.74,2.07,80,0.0,0.09,0,0.2380332770614856,0.9712569994658314,0.0
2010-01-15,0.0,24.61,32.98,17.49,56.47,2.79,80,0.0,0.09,0,0.2546711202412287,0.9670277247913204,0.0
2010-01-16,0.0,24.75,32.42,19.02,58.04,2.23,80,0.0,0.05,0,0.27123391067291003,0.9625134626077081,0.0
2010-01-17,0.0,23.74,31.58,18.52,58.55,1.94,80,0.0,0.0,0,0.287716767226167,0.9577155432887803,0.0
2010-01-18,0.0,23.25,31.55,17.65,59.24,1.47,80,0.0,0.0,0,0.30411483232751785,0.9526353808033825,0.0
2010-01-19,0.0,23.65,32.47,16.55,56.43,1.49,80,0.0,0.0,0,0.3204232733919111,0.9472744722987169,0.0
2010-01-20,0.0,24.37,32.4,17.7,54.09,2.11,80,0.0,0.0,0,0.33663728424691025,0.9416343976591259,0.0
2010-01-21,0.0,23.85,32.59,17.18,50.12,1.81,80,0.0,0.0,0,0.3527520865490948,0.9357168190404936,0.0
2010-01-22,0.0,23.35,32.3,16.69,48.1,2.11,80,0.0,0.0,0,0.3687629311922601,0.9295234803804003,0.0
2010-01-23,0.0,23.0,32.18,16.03,48.94,1.64,80,0.0,0.0,0,0.3846650997070012,0.9230562068841761,0.0
2010-01-24,0.0,22.81,31.51,16.49,52.86,1.54,80,0.0,0.0,0,0.40045390565126643,0.9163169044870048,0.0
2010-01-25,0.0,23.21,32.54,15.81,47.83,1.84,80,0.0,0.0,0,0.41612469599147445,0.9093075592922358,0.0
2010-01-26,0.0,23.97,32.33,17.12,46.87,2.12,80,0.0,0.0,0,0.43167285247378384,0.9020302369860707,0.0
2010-01-27,0.0,23.85,31.97,17.34,49.56,1.77,80,0.0,0.0,0,0.44709379298511387,0.8944870822287956,0.0
2010-01-28,0.0,23.32,32.21,16.77,48.1,1.86,80,0.0,0.0,0,0.4623829729035149,0.88668031802274,0.0
2010-01-29,0.0,23.52,32.0,17.48,50.07,2.18,80,0.0,0.0,0,0.47753588643748823,0.8786122450571483,0.0
2010-01-30,0.0,24.28,33.65,17.62,48.99,2.26,80,0.0,0.0,0,0.4925480679538643,0.8702852410301553,0.0
2010-01-31,0.0,24.76,33.36,18.36,52.1,1.69,80,0.0,0.0,0,0.5074150932938455,0.8617017599480682,0.0
2010-02-01,0.0,23.91,31.46,18.14,54.03,1.63,80,0.0,0.0,0,0.5221325810768248,0.8528643314021597,0.0
2010-02-02,0.0,23.37,31.29,17.47,56.55,1.75,80,0.0,0.0,0,0.5366961939916004,0.8437755598231856,0.0
2010-02-03,0.0,23.27,31.07,16.82,57.36,1.62,80,0.0,0.0,0,0.5511016400746002,0.8344381237138473,0.0
2010-02-04,0.0,23.04,30.29,16.53,68.63,1.67,80,0.0,0.0,0,0.5653446739747429,0.8248547748594244,0.0
2010-02-05,0.0,23.69,31.99,17.14,71.56,1.72,80,0.0,0.0,0,0.5794210982045637,0.8150283375168114,0.0
2010-02-06,0.0,25.41,34.33,18.53,59.69,1.73,80,0.0,0.0,0,0.593326764377232,0.8049617075821959,0.0
2010-02-07,0.0,25.98,34.68,19.61,53.05,2.14,80,0.0,0.0,0,0.6070575744291002,0.7946578517376252,0.0
2010-02-08,0.0,25.27,33.04,20.17,60.59,1.95,80,0.0,0.0,0,0.6206094818274227,0.7841198065767105,0.0
2010-02-09,0.0,24.4,30.92,19.34,73.69,1.85,80,0.0,0.0,0,0.6339784927628866,0.7733506777097299,0.0
2010-02-10,0.0,23.17,30.05,18.3,67.71,2.19,80,0.0,0.0,0,0.647160667326606,0.7623536388483904,0.0
2010-02-11,0.0,23.75,31.16,18.18,57.51,1.59,80,0.0,0.0,0,0.6601521206712317,0.7511319308705199,0.0
2010-02-12,0.01,23.69,30.76,17.65,62.51,1.4,80,0.0,0.01,0,0.6729490241558329,0.7396888608649669,0.0
2010-02-13,0.0,23.3,31.01,16.95,57.81,1.75,80,0.0,0.01,0,0.6855476064742154,0.7280278011569848,0.0
2010-02-14,0.0,23.79,32.36,17.07,40.59,1.86,80,0.0,0.01,0,0.6979441547663435,0.7161521883143933,0.0
2010-02-15,0.0,23.33,31.17,17.39,37.7,1.98,80,0.0,0.01,0,0.7101350157125358,0.7040655221348057,0.0
2010-02-16,0.0,25.12,35.05,17.49,32.33,2.67,80,0.0,0.01,0,0.7221165966101162,0.691771364614222,0.0
2010-02-17,0.0,25.65,35.76,18.51,32.83,2.4,80,0.0,0.0,0,0.733885366432199,0.6792733388972931,0.0
2010-02-18,0.0,25.68,36.93,16.88,32.87,2.16,80,0.0,0.0,0,0.7454378568683001,0.6665751282095632,0.0
2010-02-19,0.0,26.35,36.28,19.23,34.33,1.87,80,0.0,0.0,0,0.7567706633464625,0.653680474772006,0.0
2010-02-20,0.0,27.2,37.66,19.05,33.07,1.71,80,0.0,0.0,0,0.7678804460366,0.6405931786981751,0.0
2010-02-21,0.0,28.03,37.07,21.47,39.07,1.59,80,0.0,0.0,0,0.7787639308347607,0.6273170968742937,0.0
2010-02-22,0.0,27.53,36.57,21.9,46.88,1.77,80,0.0,0.0,0,0.7894179103280197,0.613856141822612,0.0
2010-02-23,0.0,25.51,34.02,19.37,55.54,2.24,80,0.0,0.0,0,0.7998392447397193,0.6002142805483682,0.0
2010-02-24,0.0,23.66,31.78,17.61,60.68,1.99,80,0.0,0.0,0,0.8100248628547753,0.5863955333706956,0.0
2010-02-25,0.0,24.0,33.71,16.02,58.24,1.63,80,0.0,0.0,0,0.8199717629247771,0.5724039727378148,0.0
2010-02-26,0.0,26.02,37.15,17.11,50.03,1.89,80,0.0,0.0,0,0.8296770135526188,0.5582437220268648,0.0
2010-02-27,0.0,27.95,39.32,18.47,38.2,1.73,80,0.0,0.0,0,0.8391377545563938,0.5439189543287247,0.0
2010-02-28,0.0,28.8,39.16,20.48,28.36,2.09,80,0.0,0.0,0,0.8483511978123038,0.5294338912181853,0.0
2010-03-01,0.0,29.45,39.09,22.25,30.28,2.11,80,0.0,0.0,0,0.8573146280763322,0.5147928015098309,0.0
2010-03-02,0.0,28.85,38.12,22.29,35.43,1.77,80,0.0,0.0,0,0.8660254037844386,0.5000000000000001,0.0
2010-03-03,0.0,27.54,36.43,21.32,53.98,1.95,80,0.0,0.0,0,0.8744809578310397,0.4850598461951962,0.0
2010-03-04,0.0,26.84,35.48,20.04,54.66,2.15,80,0.0,0.0,0,0.8826787983255474,0.46997674302731995,0.0
2010-03-05,0.0,26.69,35.41,19.84,64.07,2.14,80,0.0,0.0,0,0.8906165093267404,0.4547551355561058,0.0
2010-03-06,0.0,26.14,33.74,20.72,64.8,2.12,80,0.0,0.0,0,0.8982917515547528,0.4393995096591417,0.0
2010-03-07,0.0,25.89,34.37,19.38,57.76,2.52,80,0.0,0.0,0,0.9057022630804714,0.42391439070986076,0.0
2010-03-08,0.0,27.16,36.91,18.64,42.7,2.11,80,0.0,0.0,0,0.9128458599921356,0.40830434224389334,0.0
2010-03-09,0.0,29.83,40.56,20.45,30.0,2.19,80,0.0,0.0,0,0.9197204370389467,0.3925739646141717,0.0
2010-03-10,0.02,31.5,40.42,24.85,26.15,2.02,80,0.0,0.02,0,0.926323968251495,0.3767278936351851,0.0
2010-03-11,0.0,31.65,40.72,24.29,48.15,1.69,80,0.0,0.02,0,0.9326545075388224,0.36077079921678346,0.0
2010-03-12,4.82,32.3,41.45,26.11,38.73,1.72,80,0.0,4.84,0,0.9387101892619443,0.3447073839879338,0.0
2010-03-13,1.17,31.17,40.05,25.12,36.58,1.92,80,0.0,6.01,0,0.9444892287836613,0.32854238191083485,0.0
2010-03-14,0.0,29.46,37.95,23.74,35.18,2.07,80,0.0,6.01,0,0.949989922994501,0.3122805568857947,0.0
2010-03-15,0.0,28.01,37.28,20.56,51.98,1.65,80,0.0,5.99,0,0.9552106508146316,0.2959267013472893,0.0
2010-03-16,0.0,28.46,38.4,20.25,48.86,1.81,80,0.0,5.99,0,0.9601498736716018,0.2794856348516095,0.0
2010-03-17,0.0,29.98,40.93,22.22,47.0,1.74,80,0.0,1.17,0,0.9648061359537645,0.2629622026565149,0.0
2010-03-18,0.0,31.48,41.75,23.62,38.75,1.7,80,0.0,0.0,0,0.9691780654392536,0.2463612742933148,0.0
2010-03-19,0.0,31.63,40.25,25.23,37.61,1.98,80,0.0,0.0,0,0.9732643737003824,0.22968774213179574,0.0
2010-03-20,0.0,31.99,41.97,25.38,40.99,2.01,80,0.0,0.0,0,0.9770638564833508,0.21294651993841582,0.0
2010-03-21,0.0,31.73,42.42,24.45,49.91,1.97,80,0.0,0.0,0,0.9805753940631429,0.19614254142819698,0.0
2010-03-22,0.0,30.89,41.68,23.24,44.86,2.69,80,0.0,0.0,0,0.9837979515735163,0.17928075881073577,0.0
2010-03-23,0.0,29.77,39.11,22.44,41.14,2.32,80,0.0,0.0,0,0.9867305793119814,0.162366141330764,0.0
2010-03-24,0.0,29.41,38.61,22.89,47.41,1.99,80,0.0,0.0,0,0.989372413019683,0.14540367380368976,0.0
2010-03-25,0.0,29.38,38.74,21.84,53.87,1.77,80,0.0,0.0,0,0.9917226741361015,0.12839835514655099,0.0
2010-03-26,0.0,29.09,38.15,21.94,55.59,2.15,80,0.0,0.0,0,0.9937806700284985,0.11135519690480875,0.0
2010-03-27,0.0,29.42,39.57,21.67,53.1,2.08,80,0.0,0.0,0,0.9955457941960382,0.09427922177542453,0.0
2010-03-28,0.0,29.77,40.57,21.59,50.96,2.21,80,0.0,0.0,0,0.9970175264485267,0.07717546212664653,0.0
2010-03-29,0.0,30.41,39.87,24.2,51.11,2.44,80,0.0,0.0,0,0.998195433059714,0.0600489585149486,0.0
2010-03-30,0.0,28.85,37.29,23.11,54.23,2.31,80,0.0,0.0,0,0.9990791668951153,0.042904758199554374,0.0
2010-03-31,0.0,28.24,36.58,22.57,64.66,2.09,80,0.0,0.0,0,0.999668467514313,0.025747913654988658,0.0
2010-04-01,0.0,28.38,35.7,23.6,63.04,2.47,80,0.0,0.0,0,0.9999631612477099,0.008583481082087055,0.0
2010-04-02,0.0,29.16,36.73,24.06,60.3,2.0,80,0.0,0.0,0,0.9999631612477099,-0.008583481082086933,0.0
2010-04-03,0.0,29.83,39.29,22.26,49.64,2.53,80,0.0,0.0,0,0.9996684675143132,-0.025747913654988314,0.0
2010-04-04,0.0,30.69,41.1,21.81,34.08,2.78,80,0.0,0.0,0,0.9990791668951153,-0.04290475819955447,0.0
2010-04-05,0.0,31.28,41.69,22.6,32.57,2.75,80,0.0,0.0,0,0.998195433059714,-0.06004895851494825,0.0
2010-04-06,0.0,30.96,41.29,22.43,39.6,2.23,80,0.0,0.0,0,0.9970175264485267,-0.07717546212664618,0.0
2010-04-07,0.0,30.99,40.27,24.39,53.07,2.08,80,0.0,0.0,0,0.9955457941960382,-0.0942792217754244,0.0
2010-04-08,0.0,31.49,40.18,26.03,54.28,1.63,80,0.0,0.0,0,0.9937806700284985,-0.11135519690480862,0.0
2010-04-09,0.0,30.28,36.02,26.79,60.6,2.35,80,0.0,0.0,0,0.9917226741361015,-0.12839835514655107,0.0
2010-04-10,0.0,29.34,35.19,25.03,64.24,1.65,80,0.0,0.0,0,0.9893724130196829,-0.14540367380368988,0.0
2010-04-11,0.0,31.05,40.62,24.09,50.61,2.15,80,0.0,0.0,0,0.9867305793119814,-0.16236614133076366,0.0
2010-04-12,0.0,30.26,37.96,24.17,55.15,2.2,80,0.0,0.0,0,0.9837979515735163,-0.17928075881073566,0.0
2010-04-13,0.0,30.45,39.03,24.85,58.48,1.79,80,0.0,0.0,0,0.980575394063143,-0.19614254142819687,0.0
2010-04-14,0.0,30.46,39.51,22.95,62.36,1.81,80,0.0,0.0,0,0.9770638564833507,-0.21294651993841593,0.0
2010-04-15,0.0,31.96,41.74,24.98,56.54,1.89,80,0.0,0.0,0,0.9732643737003824,-0.22968774213179563,0.0
2010-04-16,0.0,32.29,41.3,25.45,53.41,2.15,80,0.0,0.0,0,0.9691780654392537,-0.2463612742933147,0.0
2010-04-17,0.0,31.98,39.99,25.21,56.19,1.88,80,0.0,0.0,0,0.9648061359537646,-0.26296220265651454,0.0
2010-04-18,0.0,32.13,40.9,25.62,51.06,2.17,80,0.0,0.0,0,0.9601498736716018,-0.2794856348516094,0.0
2010-04-19,0.0,30.86,38.79,24.74,60.4,2.51,80,0.0,0.0,0,0.9552106508146317,-0.2959267013472892,0.0
2010-04-20,0.0,31.09,39.26,24.87,58.77,2.37,80,0.0,0.0,0,0.949989922994501,-0.31228055688579476,0.0
2010-04-21,0.0,31.24,39.38,25.62,56.86,2.15,80,0.0,0.0,0,0.9444892287836613,-0.32854238191083474,0.0
2010-04-22,0.0,32.23,40.96,25.13,56.05,2.73,80,0.0,0.0,0,0.9387101892619443,-0.3447073839879337,0.0
2010-04-23,0.0,33.83,43.04,25.76,47.74,3.08,80,0.0,0.0,0,0.9326545075388225,-0.3607707992167831,0.0
2010-04-24,0.0,33.26,41.2,26.68,47.09,2.41,80,0.0,0.0,0,0.926323968251495,-0.376727893635185,0.0
2010-04-25,0.0,32.72,40.53,26.62,49.46,2.57,80,0.0,0.0,0,0.9197204370389467,-0.39257396461417177,0.0
2010-04-26,0.0,33.26,41.56,26.52,51.45,2.78,80,0.0,0.0,0,0.9128458599921355,-0.40830434224389345,0.0
2010-04-27,0.0,33.07,41.87,26.24,51.42,2.39,80,0.0,0.0,0,0.9057022630804715,-0.42391439070986064,0.0
2010-04-28,0.0,32.38,40.84,26.06,54.1,2.45,80,0.0,0.0,0,0.898291751554753,-0.43939950965914143,0.0
2010-04-29,0.02,32.29,39.79,26.33,53.64,1.8,80,0.0,0.02,0,0.8906165093267405,-0.4547551355561055,0.0
2010-04-30,0.47,30.87,36.82,27.55,56.89,1.77,80,0.0,0.49,0,0.8826787983255476,-0.4699767430273197,0.0
2010-05-01,0.58,30.6,34.62,27.05,61.48,0.97,80,0.0,1.0699999999999998,0,0.8744809578310397,-0.4850598461951961,0.0
2010-05-02,0.66,31.62,36.97,27.24,56.52,1.84,80,0.0,1.73,0,0.8660254037844387,-0.4999999999999998,0.0
2010-05-03,0.13,32.16,38.73,27.37,55.65,1.89,80,0.0,1.8599999999999999,0,0.8573146280763323,-0.5147928015098308,0.0
2010-05-04,0.05,32.54,39.86,26.69,53.8,2.47,80,0.0,1.89,0,0.848351197812304,-0.5294338912181852,0.0
2010-05-05,0.09,31.87,39.14,26.22,57.72,2.99,80,0.0,1.51,0,0.8391377545563939,-0.5439189543287246,0.0
2010-05-06,0.0,31.93,39.24,26.2,56.69,2.8,80,0.0,0.93,0,0.8296770135526188,-0.5582437220268649,0.0
2010-05-07,0.25,33.06,40.93,26.18,54.57,2.89,80,0.0,0.52,0,0.8199717629247771,-0.5724039727378148,0.0
2010-05-08,0.25,33.88,41.81,28.19,52.2,2.8,80,0.0,0.64,0,0.8100248628547753,-0.5863955333706956,0.0
2010-05-09,0.0,33.07,40.53,27.88,56.44,2.97,80,0.0,0.59,0,0.7998392447397195,-0.6002142805483681,0.0
2010-05-10,0.0,32.66,39.3,27.52,55.34,2.55,80,0.0,0.5,0,0.7894179103280199,-0.6138561418226116,0.0
2010-05-11,0.0,32.41,40.7,26.22,54.44,3.02,80,0.0,0.5,0,0.7787639308347607,-0.6273170968742938,0.0
2010-05-12,0.0,31.79,39.19,26.39,59.31,2.61,80,0.0,0.25,0,0.7678804460366001,-0.6405931786981751,0.0
2010-05-13,0.0,31.72,39.24,26.67,60.91,2.69,80,0.0,0.0,0,0.7567706633464627,-0.6536804747720057,0.0
2010-05-14,0.0,31.34,37.55,26.99,61.22,2.69,80,0.0,0.0,0,0.7454378568683001,-0.6665751282095632,0.0
2010-05-15,0.0,31.24,38.22,26.39,60.23,2.51,80,0.0,0.0,0,0.7338853664321991,-0.6792733388972931,0.0
2010-05-16,0.0,31.62,39.34,26.19,60.75,2.6,80,0.0,0.0,0,0.722116596610116,-0.6917713646142222,0.0
2010-05-17,0.0,32.24,39.25,27.77,59.34,3.19,80,0.0,0.0,0,0.7101350157125357,-0.7040655221348058,0.0
2010-05-18,0.0,33.26,41.76,27.32,55.3,3.2,80,0.0,0.0,0,0.6979441547663435,-0.7161521883143933,0.0
2010-05-19,0.0,33.06,40.96,27.71,58.41,2.85,80,0.0,0.0,0,0.6855476064742155,-0.7280278011569847,0.0
2010-05-20,0.0,32.7,40.2,28.04,62.43,3.3,80,0.0,0.0,0,0.672949024155833,-0.7396888608649667,0.0
2010-05-21,0.0,31.57,36.71,28.55,67.89,3.27,80,0.0,0.0,0,0.660152120671232,-0.7511319308705197,0.0
2010-05-22,0.0,31.77,37.3,28.71,66.54,3.52,80,0.0,0.0,0,0.647160667326606,-0.7623536388483902,0.0
2010-05-23,0.0,32.21,38.62,28.14,63.97,3.26,80,0.0,0.0,0,0.6339784927628868,-0.7733506777097298,0.0
2010-05-24,0.0,31.8,37.6,27.83,65.92,3.07,80,0.0,0.0,0,0.620609481827423,-0.7841198065767103,0.0
2010-05-25,0.0,31.78,37.37,28.31,67.85,3.83,80,0.0,0.0,0,0.6070575744291006,-0.7946578517376249,0.0
2010-05-26,0.0,31.83,36.89,28.67,67.7,4.18,80,0.0,0.0,0,0.593326764377232,-0.8049617075821959,0.0
2010-05-27,0.0,32.06,37.41,28.57,64.49,4.02,80,0.0,0.0,0,0.5794210982045638,-0.8150283375168113,0.0
2010-05-28,0.0,31.94,37.33,28.41,63.83,3.85,80,0.0,0.0,0,0.5653446739747428,-0.8248547748594245,0.0
2010-05-29,0.0,31.85,37.92,27.96,60.94,3.53,80,0.0,0.0,0,0.5511016400746,-0.8344381237138473,0.0
2010-05-30,0.0,32.01,38.43,27.47,57.15,3.01,80,0.0,0.0,0,0.5366961939916005,-0.8437755598231856,0.0
2010-05-31,6.07,32.28,39.45,27.53,58.56,2.91,80,0.0,6.07,0,0.522132581076825,-0.8528643314021596,0.0
2010-06-01,40.55,30.28,34.42,27.5,73.16,3.45,80,8.490667761357415,46.62,0,0.5074150932938458,-0.861701759948068,0.0
2010-06-02,16.08,29.37,32.89,26.76,78.45,2.72,86,1.2408642576191122,62.699999999999996,0,0.4925480679538644,-0.8702852410301553,0.0
2010-06-03,2.07,29.93,33.6,27.07,75.65,2.11,92,0.0,64.77,0,0.47753588643748834,-0.8786122450571482,0.0
2010-06-04,0.58,30.1,34.54,27.03,73.93,2.72,92,0.0,65.35,0,0.4623829729035151,-0.8866803180227399,0.0
2010-06-05,0.0,30.57,35.2,26.93,71.63,3.31,92,0.0,59.279999999999994,0,0.44709379298511426,-0.8944870822287954,0.0
2010-06-06,5.76,30.23,33.68,27.77,73.86,3.7,92,0.07693689972116086,24.49,0,0.43167285247378384,-0.9020302369860707,0.0
2010-06-07,8.82,30.08,33.61,27.66,74.26,3.76,80,0.0,17.23,0,0.4161246959914746,-0.9093075592922357,0.0
2010-06-08,4.49,30.09,34.03,27.29,73.57,2.69,80,0.0,19.65,0,0.4004539056512664,-0.9163169044870048,0.0
2010-06-09,2.9,30.35,35.72,26.7,71.03,2.54,80,0.0,21.970000000000002,0,0.3846650997070012,-0.923056206884176,0.0
2010-06-10,18.0,29.12,32.27,27.21,79.47,1.62,80,0.40828488372093,39.97,0,0.3687629311922603,-0.9295234803804002,1.0
2010-06-11,38.77,28.89,31.82,27.01,85.03,1.85,86,12.94747710877311,72.98000000000002,1,0.352752086549095,-0.9357168190404935,0.0
2010-06-12,14.12,28.16,30.56,26.76,85.07,1.79,92,2.961368450847611,78.28,0,0.3366372842469106,-0.9416343976591258,0.0
2010-06-13,6.08,27.79,30.17,25.69,85.45,2.56,92,0.11639234864114528,79.87,0,0.3204232733919116,-0.9472744722987168,1.0
2010-06-14,76.07,27.94,31.26,25.3,83.93,1.4,92,54.769790333310944,153.04,1,0.30411483232751846,-0.9526353808033824,1.0
2010-06-15,97.34,27.35,28.56,26.57,91.49,4.35,92,75.07733109401931,232.38,1,0.2877167672261668,-0.9577155432887804,1.0
2010-06-16,56.08,27.77,29.6,26.58,89.0,5.05,92,36.19038470766032,249.69,1,0.27123391067291,-0.9625134626077081,0.0
2010-06-17,10.69,28.41,30.67,26.8,86.61,4.82,92,1.3873844520240688,246.26000000000002,0,0.2546711202412288,-0.9670277247913204,0.0
2010-06-18,18.26,27.64,29.82,26.26,88.99,3.51,92,5.333151524143543,258.44,0,0.2380332770614858,-0.9712569994658313,0.0
2010-06-19,9.41,28.01,30.51,26.42,89.24,2.61,92,0.9204779097373913,191.78,0,0.22132528438243243,-0.9752000402445825,0.0
2010-06-20,5.22,28.13,30.77,26.25,89.52,1.96,92,0.028142986213082,99.66,0,0.2045520661262008,-0.9788556850953578,0.0
2010-06-21,1.81,27.79,30.18,26.43,88.82,3.44,92,0.0,45.39,0,0.18771856543719884,-0.9822228566828406,1.0
2010-06-22,41.84,28.24,30.74,26.4,89.83,3.22,86,15.042371955575511,76.54,1,0.17082974322534442,-0.985300562686109,1.0
2010-06-23,46.94,27.18,29.26,25.71,90.18,3.71,92,27.986138649898216,105.22,1,0.15389057670406214,-0.9880878960910771,1.0
2010-06-24,75.27,27.13,28.77,25.82,91.28,4.39,92,54.014586223175286,171.07999999999998,1,0.13690605792347574,-0.9905840354577969,0.0
2010-06-25,22.99,27.32,29.22,26.11,90.4,3.59,92,8.483656721795755,188.85,0,0.11988119229922782,-0.9927882451625399,0.0
2010-06-26,1.59,28.19,31.17,25.82,87.5,2.18,92,0.0,188.63,0,0.10282099713736025,-0.9946998756145891,0.0
2010-06-27,12.62,27.71,29.86,26.44,90.5,3.33,92,2.2213190889698553,159.41,0,0.0857305001556943,-0.9963183634476755,0.0
2010-06-28,21.5,26.95,27.96,25.8,93.82,3.88,92,7.450057671796805,133.97,0,0.0686147380021341,-0.9976432316860063,0.0
2010-06-29,5.02,27.18,28.64,25.84,91.88,3.32,92,0.016004592269457586,63.72,0,0.05147875477034673,-0.9986740898848305,0.0
2010-06-30,4.4,27.83,30.16,26.22,88.64,3.16,92,0.0,45.13,0,0.03432760051324382,-0.9994106342455052,0.0
2010-07-01,27.26,27.51,29.81,25.9,89.33,2.67,86,5.976706866747447,70.8,0,0.01716632975470737,-0.9998526477050269,0.0
2010-07-02,17.36,26.22,28.35,23.98,88.01,2.85,92,4.781992548557417,75.53999999999999,0,1.2246467991473532e-16,-1.0,1.0
2010-07-03,54.54,25.42,27.4,23.86,90.35,2.87,92,34.7914558811441,108.58,1,-0.017166329754707124,-0.9998526477050269,0.0
2010-07-04,6.06,26.31,28.65,24.28,86.7,3.29,92,0.11370470981300004,109.62,0,-0.03432760051324313,-0.9994106342455054,0.0
2010-07-05,24.77,27.45,30.07,25.58,88.89,4.61,92,9.760436484127544,129.99,0,-0.051478754770346045,-0.9986740898848305,1.0
2010-07-06,28.91,27.13,28.93,25.96,90.88,4.52,92,12.878778020331492,131.64000000000001,1,-0.06861473800213432,-0.9976432316860063,1.0
2010-07-07,46.85,26.87,28.27,25.67,91.37,3.63,92,27.906671017569156,161.13,1,-0.0857305001556945,-0.9963183634476755,1.0
2010-07-08,49.46,26.91,28.74,25.63,91.73,4.29,92,30.222698322855052,156.05,1,-0.10282099713736044,-0.9946998756145891,1.0
2010-07-09,28.78,27.3,29.56,25.43,90.4,3.4,92,12.778089518806507,178.77,1,-0.11988119229922714,-0.99278824516254,1.0
2010-07-10,32.52,27.47,29.66,25.71,91.0,2.84,92,15.735474337747103,186.51999999999998,1,-0.13690605792347504,-0.990584035457797,0.0
2010-07-11,14.64,27.28,29.03,26.0,90.85,3.19,92,3.234389811230676,172.25,0,-0.15389057670406148,-0.9880878960910772,0.0
2010-07-12,18.27,27.09,29.28,25.46,89.8,3.58,92,5.339373654470354,143.67000000000002,0,-0.17082974322534417,-0.985300562686109,1.0
2010-07-13,30.78,27.1,29.21,25.64,89.58,3.97,92,14.344548482978034,124.99,1,-0.1877185654371986,-0.9822228566828407,0.0
2010-07-14,10.6,27.04,29.16,25.56,91.09,2.78,92,1.3521485028018136,106.81000000000002,0,-0.20455206612620058,-0.9788556850953579,0.0
2010-07-15,7.24,26.91,28.73,25.49,91.96,2.69,92,0.3198417868493668,81.53,0,-0.22132528438243218,-0.9752000402445826,1.0
2010-07-16,36.89,26.65,28.48,24.91,90.91,3.14,92,19.326955984701,103.78,1,-0.23803327706148514,-0.9712569994658315,0.0
2010-07-17,17.51,26.62,28.82,25.01,89.62,3.49,92,4.872612876202515,103.02000000000001,0,-0.254671120241229,-0.9670277247913203,0.0
2010-07-18,13.01,27.13,29.39,25.45,91.57,3.99,92,2.4065831335427057,85.25,0,-0.2712339106729102,-0.9625134626077081,0.0
2010-07-19,15.09,26.99,28.33,25.98,93.72,4.4,92,3.476986816358634,89.74,0,-0.287716767226167,-0.9577155432887803,0.0
2010-07-20,13.6,26.9,28.2,25.95,93.46,4.32,92,2.6965613967209947,96.1,0,-0.3041148323275178,-0.9526353808033826,1.0
2010-07-21,48.68,26.59,27.65,25.88,94.57,4.14,92,29.528129116223525,107.89,1,-0.32042327339191096,-0.947274472298717,1.0
2010-07-22,69.18,26.55,27.49,25.88,94.35,4.95,92,48.29264803534435,159.56,1,-0.3366372842469099,-0.941634397659126,1.0
2010-07-23,36.62,26.32,27.15,25.78,94.71,4.54,92,19.101424051800922,183.17000000000002,1,-0.35275208654909473,-0.9357168190404936,1.0
2010-07-24,81.46,26.35,27.44,25.54,94.66,4.15,92,59.87682425131874,249.54,1,-0.36876293119226006,-0.9295234803804003,1.0
2010-07-25,81.86,26.31,27.5,25.4,92.9,4.63,92,60.25704652168974,317.8,1,-0.38466509970700097,-0.9230562068841761,1.0
2010-07-26,85.4,26.36,27.47,25.7,92.59,5.65,92,63.62870452903137,354.52,1,-0.40045390565126615,-0.9163169044870049,1.0
2010-07-27,37.87,26.65,28.25,25.5,91.91,5.49,92,20.14918597515421,323.21,1,-0.4161246959914748,-0.9093075592922356,0.0
