date,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,curve_number,runoff_mm,rain_5day_mm,runoff_event,doy_sin,doy_cos,target_runoff_event_tomorrow
2013-02-11,4.75,27.52,34.96,22.7,52.6,1.26,80,0.0,4.750000000000028,0,0.6601521206712317,0.7511319308705199,0.0
2013-02-12,1.98,27.92,35.59,23.18,52.02,1.41,80,0.0,6.730000000000029,0,0.6729490241558329,0.7396888608649669,0.0
2013-02-13,0.0,28.59,36.77,23.48,45.78,1.97,80,0.0,6.730000000000029,0,0.6855476064742154,0.7280278011569848,0.0
2013-02-14,0.0,28.82,36.79,24.03,45.49,1.54,80,0.0,6.730000000000029,0,0.6979441547663435,0.7161521883143933,0.0
2013-02-15,0.0,27.38,33.96,23.65,51.34,1.48,80,0.0,6.730000000000029,0,0.7101350157125358,0.7040655221348057,0.0
2013-02-16,0.0,24.48,29.57,19.66,63.0,2.62,80,0.0,1.9800000000000284,0,0.7221165966101162,0.691771364614222,0.0
2013-02-17,0.0,23.2,30.68,17.98,51.02,1.97,80,0.0,0.0,0,0.733885366432199,0.6792733388972931,0.0
2013-02-18,0.0,24.06,34.58,15.29,39.35,1.87,80,0.0,0.0,0,0.7454378568683001,0.6665751282095632,0.0
2013-02-19,0.0,25.22,35.48,17.0,40.48,2.28,80,0.0,0.0,0,0.7567706633464625,0.653680474772006,0.0
2013-02-20,0.0,26.12,36.02,18.65,39.05,1.79,80,0.0,0.0,0,0.7678804460366,0.6405931786981751,0.0
2013-02-21,0.0,26.42,35.96,19.32,43.71,1.86,80,0.0,0.0,0,0.7787639308347607,0.6273170968742937,0.0
2013-02-22,0.0,26.78,36.28,19.54,51.07,1.71,80,0.0,0.0,0,0.7894179103280197,0.613856141822612,0.0
2013-02-23,0.0,26.01,34.4,19.79,56.43,1.79,80,0.0,0.0,0,0.7998392447397193,0.6002142805483682,0.0
2013-02-24,0.0,25.94,36.41,18.13,43.55,2.53,80,0.0,0.0,0,0.8100248628547753,0.5863955333706956,0.0
2013-02-25,0.0,26.6,36.93,18.19,36.22,1.92,80,0.0,0.0,0,0.8199717629247771,0.5724039727378148,0.0
2013-02-26,0.0,27.09,35.91,20.83,45.68,1.84,80,0.0,0.0,0,0.8296770135526188,0.5582437220268648,0.0
2013-02-27,0.0,24.89,33.81,18.22,54.19,2.49,80,0.0,0.0,0,0.8391377545563938,0.5439189543287247,0.0
2013-02-28,0.0,26.98,37.66,17.89,30.14,2.74,80,0.0,0.0,0,0.8483511978123038,0.5294338912181853,0.0
2013-03-01,0.0,29.3,39.26,21.11,23.98,3.36,80,0.0,0.0,0,0.8573146280763322,0.5147928015098309,0.0
2013-03-02,0.0,29.42,39.95,21.04,21.52,3.24,80,0.0,0.0,0,0.8660254037844386,0.5000000000000001,0.0
2013-03-03,0.0,29.48,40.57,20.76,20.24,2.98,80,0.0,0.0,0,0.8744809578310397,0.4850598461951962,0.0
2013-03-04,0.0,29.2,40.44,20.57,18.47,2.66,80,0.0,0.0,0,0.8826787983255474,0.46997674302731995,0.0
2013-03-05,0.0,29.43,40.87,20.35,22.64,2.48,80,0.0,0.0,0,0.8906165093267404,0.4547551355561058,0.0
2013-03-06,0.0,29.94,40.03,22.33,28.75,3.12,80,0.0,0.0,0,0.8982917515547528,0.4393995096591417,0.0
2013-03-07,0.0,31.0,41.17,22.8,28.27,2.39,80,0.0,0.0,0,0.9057022630804714,0.42391439070986076,0.0
2013-03-08,0.0,30.9,40.39,24.04,28.92,2.58,80,0.0,0.0,0,0.9128458599921356,0.40830434224389334,0.0
2013-03-09,0.0,29.58,39.18,22.82,53.07,1.97,80,0.0,0.0,0,0.9197204370389467,0.3925739646141717,0.0
2013-03-10,0.0,28.54,37.4,21.8,38.09,2.26,80,0.0,0.0,0,0.926323968251495,0.3767278936351851,0.0
2013-03-11,0.0,28.34,37.3,21.73,49.49,1.77,80,0.0,0.0,0,0.9326545075388224,0.36077079921678346,0.0
2013-03-12,0.0,28.23,36.32,22.69,50.99,1.68,80,0.0,0.0,0,0.9387101892619443,0.3447073839879338,0.0
2013-03-13,0.0,27.15,35.17,21.31,55.59,1.99,80,0.0,0.0,0,0.9444892287836613,0.32854238191083485,0.0
2013-03-14,0.0,27.23,36.15,19.74,55.39,2.46,80,0.0,0.0,0,0.949989922994501,0.3122805568857947,0.0
2013-03-15,0.0,28.64,38.08,20.87,47.98,2.47,80,0.0,0.0,0,0.9552106508146316,0.2959267013472893,0.0
2013-03-16,0.05,29.12,37.78,23.24,42.87,1.75,80,0.0,0.050000000000028424,0,0.9601498736716018,0.2794856348516095,0.0
2013-03-17,0.73,29.0,37.97,21.87,48.19,1.66,80,0.0,0.7800000000000284,0,0.9648061359537645,0.2629622026565149,0.0
2013-03-18,0.0,29.29,38.28,22.58,38.16,2.21,80,0.0,0.7800000000000284,0,0.9691780654392536,0.2463612742933148,0.0
2013-03-19,0.0,28.71,37.64,21.63,45.51,2.19,80,0.0,0.7800000000000284,0,0.9732643737003824,0.22968774213179574,0.0
2013-03-20,0.0,27.83,36.59,20.63,38.64,2.55,80,0.0,0.7800000000000284,0,0.9770638564833508,0.21294651993841582,0.0
2013-03-21,0.0,27.64,38.26,19.06,44.24,2.61,80,0.0,0.7300000000000284,0,0.9805753940631429,0.19614254142819698,0.0
2013-03-22,0.0,28.11,36.55,21.03,51.64,2.09,80,0.0,0.0,0,0.9837979515735163,0.17928075881073577,0.0
2013-03-23,0.0,28.4,36.63,23.0,58.33,2.19,80,0.0,0.0,0,0.9867305793119814,0.162366141330764,0.0
2013-03-24,0.0,28.66,36.77,21.51,54.24,2.67,80,0.0,0.0,0,0.989372413019683,0.14540367380368976,0.0
2013-03-25,0.0,29.76,39.0,24.03,46.57,2.41,80,0.0,0.0,0,0.9917226741361015,0.12839835514655099,0.0
2013-03-26,0.0,28.52,35.73,23.4,56.48,2.09,80,0.0,0.0,0,0.9937806700284985,0.11135519690480875,0.0
2013-03-27,0.0,28.14,35.67,22.49,57.29,2.63,80,0.0,0.0,0,0.9955457941960382,0.09427922177542453,0.0
2013-03-28,0.0,27.82,35.71,21.87,58.48,3.15,80,0.0,0.0,0,0.9970175264485267,0.07717546212664653,0.0
2013-03-29,0.0,27.39,35.91,20.92,49.47,3.17,80,0.0,0.0,0,0.998195433059714,0.0600489585149486,0.0
2013-03-30,0.0,28.42,38.06,20.62,47.94,2.52,80,0.0,0.0,0,0.9990791668951153,0.042904758199554374,0.0
2013-03-31,0.0,28.95,38.29,21.35,41.59,2.17,80,0.0,0.0,0,0.999668467514313,0.025747913654988658,0.0
2013-04-01,0.0,28.76,37.77,22.06,53.15,2.12,80,0.0,0.0,0,0.9999631612477099,0.008583481082087055,0.0
2013-04-02,0.0,28.25,35.63,23.16,53.37,2.26,80,0.0,0.0,0,0.9999631612477099,-0.008583481082086933,0.0
2013-04-03,0.0,27.7,35.99,21.56,54.1,2.46,80,0.0,0.0,0,0.9996684675143132,-0.025747913654988314,0.0
2013-04-04,0.0,27.86,36.3,20.61,57.17,2.41,80,0.0,0.0,0,0.9990791668951153,-0.04290475819955447,0.0
2013-04-05,0.0,28.95,38.5,21.41,55.67,2.11,80,0.0,0.0,0,0.998195433059714,-0.06004895851494825,0.0
2013-04-06,0.0,28.66,37.16,21.93,59.16,1.94,80,0.0,0.0,0,0.9970175264485267,-0.07717546212664618,0.0
2013-04-07,0.0,28.7,37.73,21.53,53.76,2.16,80,0.0,0.0,0,0.9955457941960382,-0.0942792217754244,0.0
2013-04-08,0.0,28.76,38.35,20.69,50.42,2.67,80,0.0,0.0,0,0.9937806700284985,-0.11135519690480862,0.0
2013-04-09,0.0,28.88,38.38,21.1,60.72,2.72,80,0.0,0.0,0,0.9917226741361015,-0.12839835514655107,0.0
2013-04-10,0.0,29.65,38.24,23.33,55.79,2.93,80,0.0,0.0,0,0.9893724130196829,-0.14540367380368988,0.0
2013-04-11,0.0,29.09,37.41,22.26,50.78,2.93,80,0.0,0.0,0,0.9867305793119814,-0.16236614133076366,0.0
2013-04-12,0.0,29.25,38.03,21.98,53.05,2.48,80,0.0,0.0,0,0.9837979515735163,-0.17928075881073566,0.0
2013-04-13,0.0,31.01,41.08,23.21,52.9,2.3,80,0.0,0.0,0,0.980575394063143,-0.19614254142819687,0.0
2013-04-14,0.0,30.44,38.87,24.23,55.55,2.02,80,0.0,0.0,0,0.9770638564833507,-0.21294651993841593,0.0
2013-04-15,0.0,28.91,37.88,22.23,57.47,2.48,80,0.0,0.0,0,0.9732643737003824,-0.22968774213179563,0.0
2013-04-16,0.0,27.6,35.04,21.84,59.88,2.24,80,0.0,0.0,0,0.9691780654392537,-0.2463612742933147,0.0
2013-04-17,0.0,28.13,35.63,22.89,61.9,2.51,80,0.0,0.0,0,0.9648061359537646,-0.26296220265651454,0.0
2013-04-18,0.0,28.12,35.02,23.46,62.84,2.39,80,0.0,0.0,0,0.9601498736716018,-0.2794856348516094,0.0
2013-04-19,0.0,28.31,35.12,23.48,63.24,2.37,80,0.0,0.0,0,0.9552106508146317,-0.2959267013472892,0.0
2013-04-20,0.01,28.76,35.51,24.19,61.66,2.43,80,0.0,0.010000000000028422,0,0.949989922994501,-0.31228055688579476,0.0
2013-04-21,0.01,29.57,36.65,24.89,57.55,2.21,80,0.0,0.020000000000028422,0,0.9444892287836613,-0.32854238191083474,0.0
2013-04-22,0.0,29.96,38.2,23.75,57.2,2.64,80,0.0,0.020000000000028422,0,0.9387101892619443,-0.3447073839879337,0.0
2013-04-23,0.0,30.31,38.77,24.08,57.46,2.42,80,0.0,0.020000000000028422,0,0.9326545075388225,-0.3607707992167831,0.0
2013-04-24,0.0,31.25,39.32,24.54,58.59,2.5,80,0.0,0.020000000000028422,0,0.926323968251495,-0.376727893635185,0.0
2013-04-25,0.0,32.48,40.21,26.46,53.66,2.05,80,0.0,0.010000000000028422,0,0.9197204370389467,-0.39257396461417177,0.0
2013-04-26,0.0,33.04,41.3,25.6,48.23,2.47,80,0.0,0.0,0,0.9128458599921355,-0.40830434224389345,0.0
2013-04-27,0.0,32.84,41.53,25.85,45.46,2.32,80,0.0,0.0,0,0.9057022630804715,-0.42391439070986064,0.0
2013-04-28,0.0,32.19,41.21,24.93,52.48,2.36,80,0.0,0.0,0,0.898291751554753,-0.43939950965914143,0.0
2013-04-29,0.0,32.39,41.47,25.42,53.31,2.34,80,0.0,0.0,0,0.8906165093267405,-0.4547551355561055,0.0
2013-04-30,0.0,32.56,41.42,26.07,56.68,2.74,80,0.0,0.0,0,0.8826787983255476,-0.4699767430273197,0.0
2013-05-01,0.0,32.83,41.48,26.76,54.79,2.1,80,0.0,0.0,0,0.8744809578310397,-0.4850598461951961,0.0
2013-05-02,0.0,31.54,38.95,25.95,58.47,2.67,80,0.0,0.0,0,0.8660254037844387,-0.4999999999999998,0.0
2013-05-03,0.0,30.66,38.22,24.25,56.55,2.26,80,0.0,0.0,0,0.8573146280763323,-0.5147928015098308,0.0
2013-05-04,0.0,30.47,37.51,25.09,63.16,2.82,80,0.0,0.0,0,0.848351197812304,-0.5294338912181852,0.0
2013-05-05,0.0,30.89,38.5,25.21,59.02,2.79,80,0.0,0.0,0,0.8391377545563939,-0.5439189543287246,0.0
2013-05-06,0.0,30.75,38.17,26.12,58.07,2.42,80,0.0,0.0,0,0.8296770135526188,-0.5582437220268649,0.0
2013-05-07,0.0,30.53,37.99,25.4,61.65,2.59,80,0.0,0.0,0,0.8199717629247771,-0.5724039727378148,0.0
2013-05-08,0.0,30.99,38.55,25.83,57.61,2.42,80,0.0,0.0,0,0.8100248628547753,-0.5863955333706956,0.0
2013-05-09,0.0,31.0,38.78,25.45,55.82,2.39,80,0.0,0.0,0,0.7998392447397195,-0.6002142805483681,0.0
2013-05-10,0.0,31.23,38.89,25.66,54.64,2.4,80,0.0,0.0,0,0.7894179103280199,-0.6138561418226116,0.0
2013-05-11,0.0,31.56,38.65,26.25,57.86,2.58,80,0.0,0.0,0,0.7787639308347607,-0.6273170968742938,0.0
2013-05-12,0.0,30.45,36.9,25.46,62.58,2.53,80,0.0,0.0,0,0.7678804460366001,-0.6405931786981751,0.0
2013-05-13,0.0,30.45,37.1,25.0,62.27,2.73,80,0.0,0.0,0,0.7567706633464627,-0.6536804747720057,0.0
2013-05-14,0.0,30.55,37.01,25.41,58.77,2.81,80,0.0,0.0,0,0.7454378568683001,-0.6665751282095632,0.0
2013-05-15,0.0,30.13,36.1,25.76,62.23,2.74,80,0.0,0.0,0,0.7338853664321991,-0.6792733388972931,0.0
2013-05-16,0.0,30.88,37.19,26.29,60.79,3.03,80,0.0,0.0,0,0.722116596610116,-0.6917713646142222,0.0
2013-05-17,0.0,31.16,37.83,26.26,58.15,2.9,80,0.0,0.0,0,0.7101350157125357,-0.7040655221348058,0.0
2013-05-18,0.0,31.01,38.34,25.98,59.32,2.72,80,0.0,0.0,0,0.6979441547663435,-0.7161521883143933,0.0
2013-05-19,0.0,31.55,38.74,26.75,57.83,2.68,80,0.0,0.0,0,0.6855476064742155,-0.7280278011569847,0.0
2013-05-20,0.0,32.08,39.77,27.59,60.08,2.84,80,0.0,0.0,0,0.672949024155833,-0.7396888608649667,0.0
2013-05-21,0.0,31.54,37.47,27.45,60.85,3.16,80,0.0,0.0,0,0.660152120671232,-0.7511319308705197,0.0
2013-05-22,0.0,31.88,38.69,27.36,59.23,3.09,80,0.0,0.0,0,0.647160667326606,-0.7623536388483902,0.0
2013-05-23,0.0,31.55,38.47,26.96,60.6,3.2,80,0.0,0.0,0,0.6339784927628868,-0.7733506777097298,0.0
2013-05-24,0.0,31.65,37.67,27.79,60.78,3.5,80,0.0,0.0,0,0.620609481827423,-0.7841198065767103,0.0
2013-05-25,0.0,31.54,37.3,27.86,62.89,3.58,80,0.0,0.0,0,0.6070575744291006,-0.7946578517376249,0.0
2013-05-26,0.16,32.09,38.0,28.19,60.61,3.57,80,0.0,0.16000000000002843,0,0.593326764377232,-0.8049617075821959,0.0
2013-05-27,0.07,31.93,37.58,28.02,63.1,3.45,80,0.0,0.23000000000002843,0,0.5794210982045638,-0.8150283375168113,0.0
2013-05-28,0.1,30.92,35.12,28.34,68.31,3.33,80,0.0,0.33000000000002844,0,0.5653446739747428,-0.8248547748594245,0.0
2013-05-29,0.07,30.36,33.28,28.45,69.67,3.88,80,0.0,0.40000000000002844,0,0.5511016400746,-0.8344381237138473,0.0
2013-05-30,0.0,31.26,36.1,28.08,64.93,4.05,80,0.0,0.40000000000002844,0,0.5366961939916005,-0.8437755598231856,0.0
2013-05-31,0.0,32.02,37.77,28.24,60.1,3.84,80,0.0,0.24000000000002844,0,0.522132581076825,-0.8528643314021596,0.0
2013-06-01,0.26,31.24,36.15,27.97,60.09,2.94,80,0.0,0.43000000000002847,0,0.5074150932938458,-0.861701759948068,0.0
2013-06-02,13.26,29.91,32.93,27.48,68.48,3.02,80,0.004895410552606908,13.590000000000028,0,0.4925480679538644,-0.8702852410301553,0.0
2013-06-03,9.9,27.88,30.84,26.02,79.96,2.17,80,0.0,23.42000000000003,0,0.47753588643748834,-0.8786122450571482,0.0
2013-06-04,19.02,29.33,34.44,25.64,72.24,2.63,80,0.5720767688341446,42.440000000000026,0,0.4623829729035151,-0.8866803180227399,0.0
2013-06-05,5.68,29.8,34.07,26.56,73.15,2.18,86,0.0,48.120000000000026,0,0.44709379298511426,-0.8944870822287954,0.0
2013-06-06,33.5,28.85,30.89,27.4,84.09,2.22,86,9.561032275778269,81.36000000000003,0,0.43167285247378384,-0.9020302369860707,1.0
2013-06-07,36.64,28.3,30.73,26.52,85.68,3.12,92,19.118114958147935,104.74000000000002,1,0.4161246959914746,-0.9093075592922357,1.0
2013-06-08,27.83,26.98,29.38,25.56,89.45,3.51,92,12.047373273057309,122.67000000000003,1,0.4004539056512664,-0.9163169044870048,1.0
2013-06-09,94.73,26.89,28.35,25.69,91.04,4.44,92,72.56582597662907,198.38000000000005,1,0.3846650997070012,-0.923056206884176,1.0
2013-06-10,84.7,27.4,28.98,26.33,90.46,4.26,92,62.96106899831035,277.40000000000003,1,0.3687629311922603,-0.9295234803804002,0.0
2013-06-11,17.27,27.64,29.69,26.13,87.18,3.87,92,4.727865079481016,261.17,0,0.352752086549095,-0.9357168190404935,0.0
2013-06-12,12.17,27.7,30.56,25.72,83.85,4.32,92,2.0142029935768666,236.70000000000005,0,0.3366372842469106,-0.9416343976591258,0.0
2013-06-13,11.52,27.74,30.35,25.81,84.7,4.18,92,1.728256310357691,220.39000000000004,0,0.3204232733919116,-0.9472744722987168,1.0
2013-06-14,57.65,27.13,29.06,26.03,90.11,4.16,92,37.62250379918708,183.31000000000003,1,0.30411483232751846,-0.9526353808033824,1.0
2013-06-15,59.51,26.92,28.29,25.95,90.54,4.45,92,39.32641398462183,158.12000000000003,1,0.2877167672261668,-0.9577155432887804,1.0
2013-06-16,165.46,26.91,27.93,25.74,93.96,6.2,92,141.61952377659006,306.31000000000006,1,0.27123391067291,-0.9625134626077081,1.0
2013-06-17,29.72,26.97,28.89,25.8,90.55,4.39,92,13.509767474514424,323.86,1,0.2546711202412288,-0.9670277247913204,1.0
2013-06-18,38.14,26.53,27.88,25.43,92.76,4.09,92,20.37669228940165,350.48,1,0.2380332770614858,-0.9712569994658313,1.0
2013-06-19,35.97,26.52,28.13,25.35,92.02,2.81,92,18.560312923232967,328.80000000000007,1,0.22132528438243243,-0.9752000402445825,0.0
2013-06-20,4.98,26.92,29.1,25.25,90.14,2.69,92,0.013975038433867928,274.27000000000004,0,0.2045520661262008,-0.9788556850953578,0.0
2013-06-21,4.06,27.05,29.23,25.38,89.17,3.13,92,0.0,112.87000000000003,0,0.18771856543719884,-0.9822228566828406,0.0
2013-06-22,3.62,26.97,28.95,25.36,89.14,2.98,92,0.0,86.77000000000002,0,0.17082974322534442,-0.985300562686109,0.0
2013-06-23,11.22,27.0,29.26,25.38,89.43,3.34,92,1.601806213348794,59.85000000000003,0,0.15389057670406214,-0.9880878960910771,1.0
2013-06-24,37.81,27.18,29.15,25.69,89.05,3.51,92,20.098685184926484,61.69000000000003,1,0.13690605792347574,-0.9905840354577969,1.0
2013-06-25,53.82,26.57,28.12,25.66,92.3,3.87,92,34.13949628192728,110.53000000000003,1,0.11988119229922782,-0.9927882451625399,1.0
2013-06-26,25.85,26.61,27.97,25.67,92.22,3.97,92,10.555177038335325,132.32000000000005,1,0.10282099713736025,-0.9946998756145891,0.0
2013-06-27,10.68,26.63,28.46,25.45,90.27,4.47,92,1.3834521755133724,139.38000000000002,0,0.0857305001556943,-0.9963183634476755,0.0
2013-06-28,12.77,26.71,28.95,25.28,88.82,5.03,92,2.2919536308890596,140.93000000000004,0,0.0686147380021341,-0.9976432316860063,0.0
2013-06-29,7.4,26.52,28.14,25.35,90.84,4.95,92,0.35485077440468143,110.52000000000002,0,0.05147875477034673,-0.9986740898848305,0.0
2013-06-30,6.39,26.57,28.2,25.55,90.62,4.95,92,0.16173131272338429,63.09000000000003,0,0.03432760051324382,-0.9994106342455052,0.0
2013-07-01,11.61,26.55,28.29,25.33,89.59,4.8,92,1.7668848381000837,48.85000000000002,0,0.01716632975470737,-0.9998526477050269,0.0
2013-07-02,10.71,26.47,27.94,25.21,91.33,3.73,86,0.13598678778583512,48.880000000000024,0,1.2246467991473532e-16,-1.0,0.0
2013-07-03,20.37,26.43,27.85,25.69,91.61,4.36,86,2.7393484788064226,56.48000000000003,0,-0.017166329754707124,-0.9998526477050269,0.0
2013-07-04,11.56,26.35,27.81,24.81,89.81,4.0,92,1.7453854889655196,60.64000000000003,0,-0.03432760051324313,-0.9994106342455054,0.0
2013-07-05,2.77,26.71,28.88,24.83,89.14,3.96,92,0.0,57.020000000000024,0,-0.051478754770346045,-0.9986740898848305,0.0
2013-07-06,7.79,26.54,28.52,25.32,90.51,3.92,92,0.44676683662369876,53.20000000000003,0,-0.06861473800213432,-0.9976432316860063,0.0
2013-07-07,8.55,26.5,28.53,25.17,90.46,3.66,92,0.6513629989581948,51.040000000000035,0,-0.0857305001556945,-0.9963183634476755,0.0
2013-07-08,14.51,26.34,28.35,24.94,90.97,3.85,86,0.8182656767606321,45.18000000000003,0,-0.10282099713736044,-0.9946998756145891,0.0
2013-07-09,15.08,26.37,28.56,25.0,90.32,4.19,86,0.9630432589314406,48.70000000000003,0,-0.11988119229922714,-0.99278824516254,0.0
2013-07-10,27.74,25.75,26.8,25.11,92.88,4.56,86,6.233077179864633,73.67000000000003,0,-0.13690605792347504,-0.990584035457797,1.0
2013-07-11,48.15,25.74,26.84,24.94,92.78,4.25,92,29.057333590858896,114.03000000000003,1,-0.15389057670406148,-0.9880878960910772,1.0
2013-07-12,77.54,25.69,27.35,24.42,92.9,3.73,92,56.15944039077264,183.02000000000004,1,-0.17082974322534417,-0.985300562686109,0.0
2013-07-13,23.98,25.64,27.48,24.05,91.65,3.65,92,9.18846708199025,192.49000000000004,0,-0.1877185654371986,-0.9822228566828407,0.0
2013-07-14,5.9,25.98,27.95,24.55,90.92,3.36,92,0.0932613106838945,183.31000000000003,0,-0.20455206612620058,-0.9788556850953579,0.0
2013-07-15,4.75,26.07,27.91,24.75,90.92,3.39,92,0.004934464310557821,160.32000000000005,0,-0.22132528438243218,-0.9752000402445826,0.0
2013-07-16,22.36,25.93,27.53,24.88,91.76,4.0,92,8.042485724162294,134.53000000000003,0,-0.23803327706148514,-0.9712569994658315,1.0
2013-07-17,48.86,25.55,26.42,24.76,93.68,4.12,92,29.68823651892048,105.85000000000002,1,-0.254671120241229,-0.9670277247913203,0.0
2013-07-18,22.06,26.17,28.24,24.82,90.97,4.96,92,7.834509134060429,103.93,0,-0.2712339106729102,-0.9625134626077081,1.0
2013-07-19,44.89,25.84,27.06,24.99,93.16,4.44,92,26.18355880414613,142.92000000000002,1,-0.287716767226167,-0.9577155432887803,1.0
2013-07-20,70.75,25.65,26.82,24.95,93.55,4.79,92,49.76291124653786,208.92000000000002,1,-0.3041148323275178,-0.9526353808033826,1.0
2013-07-21,35.31,25.7,27.15,24.86,92.87,4.56,92,18.01361087254458,221.87,1,-0.32042327339191096,-0.947274472298717,1.0
2013-07-22,36.83,25.47,26.35,24.83,93.21,4.52,92,19.276799700453726,209.84000000000003,1,-0.3366372842469099,-0.941634397659126,1.0
2013-07-23,150.5,25.49,26.69,24.74,93.58,5.0,92,126.89649602019746,338.28000000000003,1,-0.35275208654909473,-0.9357168190404936,1.0
2013-07-24,49.61,25.34,26.41,24.59,93.4,5.77,92,30.356496420853762,343.00000000000006,1,-0.36876293119226006,-0.9295234803804003,0.0
2013-07-25,16.77,25.63,26.86,24.8,92.17,5.69,92,4.430571077908042,289.02000000000004,0,-0.38466509970700097,-0.9230562068841761,0.0
2013-07-26,12.76,25.51,26.88,24.59,92.12,5.18,92,2.28722031851423,266.47,0,-0.40045390565126615,-0.9163169044870049,0.0
2013-07-27,14.28,25.87,27.33,24.58,92.01,4.76,92,3.044518747648113,243.92000000000002,0,-0.4161246959914748,-0.9093075592922356,0.0
2013-07-28,11.65,26.05,27.8,24.94,91.02,5.43,92,1.7841543064013339,105.07000000000002,0,-0.431672852473784,-0.9020302369860707,0.0
2013-07-29,7.45,25.96,27.89,24.76,90.2,5.01,92,0.36611762271179454,62.910000000000025,0,-0.44709379298511404,-0.8944870822287955,0.0
2013-07-30,20.56,25.51,27.4,24.44,90.46,5.41,92,6.8162903244947435,66.70000000000003,0,-0.4623829729035149,-0.88668031802274,1.0
2013-07-31,26.78,25.22,26.92,24.14,91.97,4.81,92,11.25064475274541,80.72000000000003,1,-0.4775358864374881,-0.8786122450571483,1.0
2013-08-01,67.46,25.05,25.7,24.39,94.07,4.72,92,46.68613660840342,133.90000000000003,1,-0.4925480679538642,-0.8702852410301554,1.0
2013-08-02,27.45,24.94,25.88,24.28,93.54,4.46,92,11.757672326207409,149.70000000000002,1,-0.5074150932938452,-0.8617017599480683,0.0
2013-08-03,8.21,25.52,27.6,23.93,91.47,3.89,92,0.5558007098461761,150.46,0,-0.5221325810768248,-0.8528643314021597,0.0
2013-08-04,5.02,25.41,27.76,23.73,91.12,3.15,92,0.016004592269457586,134.92000000000004,0,-0.5366961939916004,-0.8437755598231858,0.0
2013-08-05,1.36,25.74,28.13,23.67,89.83,2.77,92,0.0,109.50000000000003,0,-0.5511016400745999,-0.8344381237138474,0.0
2013-08-06,5.25,25.52,27.37,24.03,90.86,2.7,92,0.030246526646569582,47.29000000000003,0,-0.5653446739747425,-0.8248547748594246,0.0
2013-08-07,7.19,25.89,28.03,24.13,90.02,3.29,86,0.0,27.03000000000003,0,-0.5794210982045637,-0.8150283375168114,0.0
2013-08-08,7.45,25.83,27.78,24.26,89.44,3.43,80,0.0,26.270000000000028,0,-0.5933267643772321,-0.8049617075821958,0.0
2013-08-09,8.66,25.7,27.64,24.52,90.01,3.55,80,0.0,29.91000000000003,0,-0.6070575744291004,-0.794657851737625,0.0
2013-08-10,6.05,25.55,27.37,24.43,90.68,3.95,80,0.0,34.60000000000003,0,-0.6206094818274228,-0.7841198065767104,0.0
2013-08-11,4.75,25.57,27.75,24.18,89.74,4.16,80,0.0,34.10000000000003,0,-0.6339784927628865,-0.77335067770973,0.0
2013-08-12,4.29,25.63,27.97,24.03,89.8,4.2,80,0.0,31.200000000000028,0,-0.6471606673266059,-0.7623536388483905,0.0
2013-08-13,10.29,25.6,27.74,24.4,90.79,3.87,80,0.0,34.04000000000003,0,-0.6601521206712315,-0.7511319308705201,0.0
2013-08-14,10.21,25.67,28.0,24.32,89.87,4.14,80,0.0,35.59000000000003,0,-0.6729490241558326,-0.7396888608649671,0.0
2013-08-15,2.13,25.98,28.85,24.22,89.44,3.47,86,0.0,31.670000000000027,0,-0.6855476064742154,-0.7280278011569848,0.0
2013-08-16,3.91,25.87,28.35,24.15,90.47,3.06,80,0.0,30.830000000000027,0,-0.6979441547663433,-0.7161521883143935,0.0
2013-08-17,7.52,25.95,28.28,24.36,91.14,3.06,80,0.0,34.06000000000003,0,-0.7101350157125356,-0.7040655221348059,0.0
2013-08-18,3.55,25.74,28.02,24.34,91.66,3.14,80,0.0,27.32000000000003,0,-0.7221165966101161,-0.691771364614222,0.0
2013-08-19,1.76,25.95,28.85,23.97,89.15,3.35,80,0.0,18.87000000000003,0,-0.7338853664321993,-0.6792733388972929,0.0
2013-08-20,0.44,25.78,27.99,24.2,89.49,3.63,80,0.0,17.180000000000028,0,-0.7454378568683002,-0.6665751282095631,0.0
2013-08-21,0.76,25.95,28.41,24.35,87.9,3.94,80,0.0,14.03000000000003,0,-0.7567706633464625,-0.653680474772006,0.0
2013-08-22,2.07,25.81,28.06,24.11,88.87,3.35,80,0.0,8.580000000000028,0,-0.7678804460366,-0.6405931786981752,0.0
2013-08-23,5.68,25.82,27.99,24.46,88.65,3.62,80,0.0,10.71000000000003,0,-0.7787639308347605,-0.627317096874294,0.0
2013-08-24,6.75,26.08,28.95,24.14,88.19,3.46,80,0.0,15.700000000000028,0,-0.7894179103280194,-0.6138561418226122,0.0
2013-08-25,9.9,25.78,28.13,24.08,89.38,3.02,80,0.0,25.160000000000032,0,-0.7998392447397191,-0.6002142805483686,0.0
2013-08-26,2.24,25.78,28.27,23.81,90.21,2.56,80,0.0,26.64000000000003,0,-0.8100248628547748,-0.5863955333706962,0.0
2013-08-27,1.14,26.06,28.76,23.96,88.49,2.36,80,0.0,25.71000000000003,0,-0.8199717629247767,-0.5724039727378154,0.0
2013-08-28,1.93,26.11,29.12,24.17,88.45,2.37,80,0.0,21.96000000000003,0,-0.8296770135526184,-0.5582437220268655,0.0
2013-08-29,4.35,26.06,28.98,23.85,88.37,2.18,80,0.0,19.56000000000003,0,-0.8391377545563938,-0.5439189543287248,0.0
